,170,603,601,690,637,704,701,714,XLK,XLV,XOP,QQQ,SHV,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2020-09-06,425.31,342.3,378.28,451.13,234.3,755.85,283.52,333.66,,,,,,74600.0,6660.0,7472.0,,,,,,
2020-09-07,430.39,342.66,378.45,450.87,234.33,754.89,283.42,333.69,,,,,,73890.0,6645.0,7534.0,,,,,,
2020-09-08,423.36,341.74,378.2,451.24,233.96,756.16,283.41,332.85,109.01660919189453,97.68203735351562,42.44293975830078,263.613037109375,101.35137939453125,73200.0,6575.0,7455.0,7.820000171661377,60.7137336730957,18.392545700073242,196.12774658203125,10.729515075683594,10.959432601928711
2020-09-09,419.45,342.14,378.11,450.84,233.96,754.43,283.45,333.27,112.57381439208984,99.41092681884766,42.88913345336914,271.3568420410156,101.35137939453125,73980.0,6480.0,7400.0,7.550000190734863,59.49908447265625,18.644149780273438,198.0836639404297,10.729515075683594,11.265522003173828
2020-09-10,412.32,341.24,377.19,450.14,233.72,751.41,283.63,332.63,110.03158569335938,97.88874816894531,40.476043701171875,265.94683837890625,101.35137939453125,74700.0,6301.0,7194.0,7.449999809265137,59.71754837036133,18.249961853027344,199.48867797851562,10.697840690612793,11.02662181854248
2020-09-11,,,,,,,,,109.19059753417969,98.27397918701172,40.62173843383789,264.10125732421875,101.35137939453125,,,,7.429999828338623,58.38058853149414,18.11577606201172,200.1865692138672,10.634492874145508,10.966897010803223
2020-09-13,406.68,340.18,376.38,449.69,233.63,749.92,283.45,330.95,,,,,,73810.0,6255.0,7260.0,,,,,,
2020-09-14,415.54,340.96,376.66,449.43,233.75,748.86,283.43,331.9,111.48151397705078,99.68342590332031,41.36842727661133,268.7007141113281,101.35137939453125,73470.0,6320.0,7391.0,8.260000228881836,60.02339553833008,17.478368759155273,202.53738403320312,10.713678359985352,11.071418762207031
2020-09-15,417.53,341.64,377.2,449.77,233.79,750.19,283.45,332.76,112.58348083496094,99.81495666503906,41.186302185058594,272.50909423828125,101.35137939453125,73060.0,6320.0,7399.0,8.819999694824219,59.09505844116211,17.224689483642578,204.19947814941406,10.713678359985352,11.168469429016113
2020-09-16,421.6,341.91,377.64,450.61,233.47,753.32,283.5,332.63,110.8435287475586,99.64581298828125,43.20783233642578,268.16357421875,101.35137939453125,73910.0,6265.0,7300.0,9.140000343322754,59.54597091674805,17.35997772216797,206.44007873535156,10.674083709716797,11.19832992553711
2020-09-17,421.52,342.73,378.09,451.19,233.51,755.61,283.5,333.1,109.92524719238281,99.31694030761719,43.289791107177734,263.9742736816406,101.35137939453125,71830.0,6295.0,7274.0,8.890000343322754,58.37007522583008,17.131675720214844,204.3922882080078,10.792861938476562,11.123675346374512
2020-09-18,,,,,,,,,108.03064727783203,99.16661834716797,43.271583557128906,260.6052551269531,101.35137939453125,,,,9.539999961853027,57.7335090637207,17.097848892211914,202.27105712890625,10.721593856811523,11.071418762207031
2020-09-21,416.79,342.41,378.05,451.67,233.35,757.43,283.47,332.68,108.92870330810547,97.33465576171875,41.59917068481445,261.230224609375,101.35137939453125,74500.0,6270.0,7181.0,8.979999542236328,56.05366134643555,16.39600944519043,198.7264862060547,10.737433433532715,10.907176971435547
2020-09-22,419.32,342.35,377.73,451.06,233.28,755.23,283.42,332.84,110.65311431884766,97.12711334228516,41.259544372558594,266.0836181640625,101.35137939453125,75800.0,6172.0,7114.0,8.40999984741211,56.44268035888672,16.345273971557617,198.7264862060547,10.761186599731445,10.982293128967285
2020-09-23,408.83,341.82,376.9,450.34,233.15,752.34,283.38,332.51,107.20428466796875,96.12716674804688,39.10247802734375,257.9589538574219,101.35137939453125,76410.0,6060.0,6940.0,8.100000381469727,55.07228469848633,15.787181854248047,197.40414428710938,10.753270149230957,10.674304962158203
2020-09-24,404.81,340.87,376.11,449.91,233.07,750.57,283.4,331.06,107.80491638183594,95.64604187011719,39.377845764160156,259.1600036621094,101.35137939453125,74920.0,6000.0,6890.0,7.909999847412109,56.42499542236328,15.618064880371094,198.46017456054688,10.761186599731445,10.666794776916504
2020-09-25,,,,,,,,,110.3818588256836,97.18370819091797,38.90972137451172,265.1851501464844,101.35137939453125,,,,8.140000343322754,57.14997863769531,15.736448287963867,200.35186767578125,10.792861938476562,10.786983489990234
2020-09-28,,,,,,,,,112.4937744140625,98.0610122680664,40.1672477722168,270.6928405761719,101.35137939453125,,,,8.899999618530273,57.636253356933594,16.074684143066406,202.26190185546875,10.84829330444336,10.937224388122559
2020-09-29,416.3,341.45,376.42,450.19,232.88,751.49,283.38,331.49,112.11593627929688,97.93836975097656,38.96479415893555,269.4721984863281,101.36053466796875,77770.0,6046.0,6964.0,9.199999809265137,56.38962936401367,15.888657569885254,200.81100463867188,10.784943580627441,10.929708480834961
2020-09-30,415.55,341.9,376.32,450.11,232.93,751.03,283.39,332.3,113.05565643310547,99.50434875488281,38.615997314453125,271.3177795410156,101.35137939453125,77390.0,6074.0,7108.0,10.699999809265137,56.283531188964844,15.592697143554688,201.55482482910156,10.761186599731445,10.997315406799316
2020-10-01,409.3,342.36,376.37,449.72,232.95,749.45,283.4,332.98,114.24726104736328,99.16474151611328,37.3309326171875,275.6242370605469,101.36327362060547,78100.0,6174.0,7192.0,10.720000267028809,57.2030143737793,15.541963577270508,201.64663696289062,10.848679542541504,11.042386054992676
2020-10-02,,,,,,,,,111.3506088256836,98.2591323852539,38.20294189453125,267.87060546875,101.3541259765625,,,,10.479999542236328,58.07830810546875,15.406669616699219,204.47494506835938,10.912308692932129,11.034873962402344
2020-10-04,421.09,342.71,376.64,449.78,232.9,749.65,283.39,332.87,,,,,,78440.0,6338.0,7312.0,,,,,,
2020-10-05,423.02,342.92,376.47,449.43,232.84,748.26,283.51,332.43,113.79193115234375,100.27789306640625,39.91941452026367,273.5832824707031,101.3541259765625,78720.0,6452.0,7493.0,10.039999961853027,58.93592071533203,15.592697143554688,207.59716796875,11.103193283081055,11.132528305053711
2020-10-06,436.84,342.94,376.29,449.07,232.9,746.72,283.44,332.38,112.02876281738281,98.94778442382812,38.973968505859375,268.7007141113281,101.36327362060547,77700.0,6434.0,7602.0,9.979999542236328,59.51944351196289,15.432034492492676,205.77890014648438,10.96798038482666,11.034873962402344
2020-10-07,440.45,342.9,376.13,448.9,232.92,745.95,283.44,332.15,114.08255767822266,100.81559753417969,40.07544708251953,273.3489685058594,101.3541259765625,78840.0,6458.0,7680.0,9.600000381469727,59.44870376586914,15.64343547821045,207.97364807128906,10.856634140014648,11.170088768005371
2020-10-08,445.86,343.52,376.52,449.05,232.97,746.52,283.44,333.58,114.67351531982422,101.30613708496094,41.810279846191406,274.8040466308594,101.3541259765625,78510.0,6500.0,7780.0,9.5,59.890769958496094,16.007038116455078,207.34921264648438,11.015704154968262,11.170088768005371
2020-10-09,,,,,,,,,116.4269790649414,102.22118377685547,41.167755126953125,279.00299072265625,101.3541259765625,,,,9.5,59.70511245727539,16.108509063720703,206.45846557617188,11.007750511169434,11.275254249572754
2020-10-11,451.64,343.75,376.63,448.93,233.01,746.02,283.48,334.53,,,,,,78940.0,6473.0,7834.0,,,,,,
2020-10-12,454.29,343.81,376.46,448.88,232.91,745.99,283.51,334.7,119.60456085205078,102.91926574707031,41.259544372558594,287.61602783203125,101.36327362060547,81090.0,6537.0,7808.0,9.5,60.44776916503906,16.142332077026367,207.6338653564453,10.872536659240723,11.553191184997559
2020-10-13,442.66,343.98,376.83,449.32,233.04,747.67,283.5,335.08,118.8392333984375,102.13626098632812,40.27738952636719,287.606201171875,101.36327362060547,80750.0,6560.0,7745.0,9.699999809265137,59.77583694458008,15.922477722167969,208.77255249023438,10.769140243530273,11.48558521270752
2020-10-14,444.71,344.4,377.08,449.56,233.03,748.61,283.48,335.44,118.20951080322266,101.54197692871094,40.47015380859375,285.2040100097656,101.34496307373047,79440.0,6675.0,7891.0,9.4399995803833,59.27190017700195,15.381298065185547,209.02049255371094,10.586210250854492,11.417977333068848
2020-10-15,434.49,344.48,377.39,449.85,233.06,749.49,283.62,335.09,117.67671966552734,100.80616760253906,41.32380676269531,283.28997802734375,101.3541259765625,79710.0,6617.0,7748.0,9.4399995803833,60.102970123291016,15.432034492492676,210.87542724609375,10.618025779724121,11.312813758850098
2020-10-16,,,,,,,,,117.33763122558594,101.80610656738281,39.98365783691406,281.7373352050781,101.3541259765625,,,,9.550000190734863,61.28768539428711,15.271371841430664,210.6274871826172,10.610066413879395,11.267741203308105
2020-10-18,439.8,345.11,378.11,450.16,233.51,750.74,283.62,336.64,,,,,,79760.0,6680.0,7833.0,,,,,,
2020-10-19,442.11,345.43,378.17,450.04,233.37,750.06,283.53,337.26,115.18696594238281,100.19298553466797,39.16673278808594,277.13787841796875,101.34496307373047,80560.0,6593.0,7800.0,9.40999984741211,60.73069763183594,14.916223526000977,207.53286743164062,10.657792091369629,11.125017166137695
2020-10-20,441.02,344.78,377.7,449.99,233.26,750.07,283.47,336.27,115.58415985107422,100.32505798339844,40.00202560424805,277.7335510253906,101.34496307373047,78700.0,6590.0,7830.0,9.350000381469727,61.35841369628906,15.000784873962402,208.86439514160156,10.578254699707031,11.155067443847656
2020-10-21,438.98,344.94,377.81,449.86,233.22,749.48,283.5,336.67,115.4097671508789,99.8250732421875,39.04741287231445,277.5187072753906,101.34496307373047,78500.0,6648.0,7815.0,9.350000381469727,60.615753173828125,14.55262279510498,209.5439453125,10.594164848327637,11.162575721740723
2020-10-22,440.19,345.06,377.68,449.65,233.22,748.82,283.51,336.75,114.86725616455078,101.33443450927734,41.09431838989258,277.5089111328125,101.34496307373047,76260.0,6850.0,7945.0,9.25,60.863304138183594,14.620270729064941,210.42544555664062,10.673700332641602,11.16257381439209
2020-10-23,,,,,,,,,114.74132537841797,101.7117919921875,41.23200225830078,278.0557556152344,101.34496307373047,,,,9.25,61.16391372680664,14.679458618164062,210.0214080810547,10.761189460754395,11.124785423278809
2020-10-25,443.17,344.83,377.62,449.81,233.14,749.47,283.49,336.33,,,,,,77350.0,6999.0,8043.0,,,,,,
2020-10-26,443.26,344.37,377.38,449.75,233.04,749.4,283.44,335.53,112.25159454345703,100.57977294921875,39.04741287231445,273.885986328125,101.34496307373047,76000.0,6902.0,7961.0,8.8100004196167,60.995933532714844,14.713284492492676,205.94422912597656,10.713467597961426,10.913176536560059
2020-10-27,436.94,344.28,377.11,449.43,232.88,748.28,283.44,335.2,112.81348419189453,99.89110565185547,38.570098876953125,276.024658203125,101.34496307373047,77350.0,6764.0,7850.0,9.029999732971191,58.76792907714844,14.780929565429688,204.75047302246094,10.705514907836914,10.860269546508789
2020-10-28,421.58,343.47,376.65,449.28,232.8,747.77,283.45,334.12,108.02774047851562,96.72146606445312,36.39468765258789,265.2633361816406,101.34496307373047,75510.0,6513.0,7545.0,8.680000305175781,56.49571990966797,14.079090118408203,197.1470489501953,10.6498384475708,10.535294532775879
2020-10-29,424.36,343.41,376.01,448.26,232.67,743.88,283.45,333.29,109.82966613769531,95.92904663085938,37.32175827026367,269.90179443359375,101.3541259765625,78040.0,6662.0,7581.0,8.670000076293945,57.30027389526367,14.121371269226074,197.3857879638672,10.69755744934082,10.59575366973877
2020-10-30,,,,,,,,,107.39803314208984,95.90077209472656,37.248329162597656,263.056396484375,101.36327362060547,,,,8.930000305175781,57.105770111083984,14.375044822692871,195.59510803222656,10.657792091369629,10.444602012634277
2020-11-01,421.14,343.13,375.53,447.78,232.96,742.12,283.46,333.13,,,,,,77250.0,6802.0,7650.0,,,,,,
2020-11-02,425.77,343.55,375.39,447.33,232.96,740.64,283.42,333.49,107.66928100585938,97.62708282470703,38.68942642211914,263.6423034667969,101.34220886230469,78750.0,6762.0,7681.0,8.779999732971191,57.99873733520508,14.375044822692871,195.1910858154297,10.793608665466309,10.437047004699707
2020-11-03,436.33,343.16,374.64,446.5,232.99,737.59,283.41,333.67,109.56806945800781,99.05152893066406,38.3681640625,268.2026672363281,101.36054229736328,80000.0,6900.0,7900.0,8.800000190734863,58.00758743286133,14.569533348083496,199.08462524414062,10.905463218688965,10.65621566772461
2020-11-04,437.3,343.58,375.31,447.11,233.15,739.8,283.4,334.65,113.83067321777344,103.44754028320312,38.23048400878906,280.1748352050781,101.34220886230469,83610.0,6990.0,7963.0,8.75,56.637176513671875,14.535711288452148,197.31231689453125,10.91344928741455,10.943400382995605
2020-11-05,441.94,344.37,375.59,447.17,233.01,740.07,283.41,335.6,117.3666763305664,103.65508270263672,38.44159698486328,287.47930908203125,101.35137939453125,86270.0,7005.0,7913.0,8.890000343322754,57.813079833984375,14.899311065673828,198.63465881347656,11.05726146697998,11.25326919555664
2020-11-06,,,,,,,,,117.78326416015625,103.69281005859375,37.25749969482422,287.6941223144531,101.35137939453125,,,,8.619999885559082,57.07040786743164,14.527255058288574,198.86422729492188,10.985355377197266,11.21547794342041
2020-11-08,442.64,344.74,375.54,446.8,233.19,738.64,283.43,336.09,,,,,,84730.0,7054.0,7925.0,,,,,,
2020-11-09,464.25,346.0,375.67,445.71,233.58,734.37,283.4,338.03,116.93075561523438,104.66444396972656,43.288108825683594,281.8154602050781,101.34220886230469,84020.0,7355.0,8199.0,9.15999984741211,61.6678581237793,15.508138656616211,195.79714965820312,10.889481544494629,11.343957901000977
2020-11-10,465.82,346.44,376.68,446.68,233.7,737.94,283.4,338.8,114.75100708007812,104.9663314819336,44.64658737182617,276.7668151855469,101.34220886230469,78990.0,7540.0,8190.0,8.770000457763672,62.39284896850586,15.677257537841797,195.88897705078125,11.05726146697998,11.336400985717773
2020-11-11,485.01,347.1,377.21,446.94,233.65,738.86,283.41,339.52,117.47328186035156,104.83427429199219,44.31614685058594,282.9579772949219,101.35137939453125,80340.0,7514.0,8291.0,9.0,60.43008041381836,15.787181854248047,200.2049102783203,10.961385726928711,11.419535636901855
2020-11-12,479.39,347.39,377.68,447.62,233.6,741.64,283.41,339.73,116.4269790649414,104.44747924804688,42.53541946411133,281.62994384765625,101.35137939453125,83800.0,7337.0,8142.0,9.0,58.82097244262695,15.584240913391113,195.659423828125,10.937419891357422,11.366633415222168
2020-11-13,,,,,,,,,117.4151382446289,105.76817321777344,44.84852981567383,284.10052490234375,101.35137939453125,,,,9.109999656677246,59.652061462402344,16.142332077026367,195.8522186279297,10.99334716796875,11.52534294128418
2020-11-15,482.79,347.5,377.72,447.71,233.46,742.06,283.4,339.71,,,,,,80180.0,7345.0,8210.0,,,,,,
2020-11-16,495.1,348.23,378.33,447.93,233.84,742.82,283.42,339.98,118.548583984375,105.58893585205078,47.38192367553711,286.3172302246094,101.35137939453125,78000.0,7200.0,8177.0,9.020000457763672,62.23369216918945,16.387554168701172,199.02035522460938,11.017313003540039,11.714280128479004
2020-11-17,474.79,348.96,378.76,448.1,233.79,743.47,283.4,340.45,117.88983917236328,104.9002914428711,48.15296173095703,285.4090270996094,101.35137939453125,78900.0,7288.0,8069.0,9.880000114440918,61.65901565551758,16.438289642333984,198.3591766357422,11.05726146697998,11.789859771728516
2020-11-18,502.28,349.33,379.12,448.51,233.89,745.02,283.4,340.61,116.63042449951172,102.94754028320312,47.11573791503906,283.2997741699219,101.35137939453125,77400.0,7233.0,8091.0,11.140000343322754,60.934043884277344,15.930937767028809,197.90924072265625,10.897473335266113,11.744510650634766
2020-11-19,513.05,349.36,379.41,448.69,234.07,745.77,283.46,340.1,117.57014465332031,102.87208557128906,48.253929138183594,285.5164489746094,101.35137939453125,78400.0,7244.0,8100.0,11.489999771118164,60.659969329833984,15.922477722167969,197.53269958496094,10.985355377197266,11.789859771728516
2020-11-20,,,,,,,,,116.35916900634766,102.6362533569336,47.785804748535156,283.5634765625,101.35137939453125,,,,11.130000114440918,59.82004165649414,15.812556266784668,196.59608459472656,10.841547012329102,11.759451866149902
2020-11-22,520.18,349.97,379.66,448.77,234.05,746.16,283.43,341.25,,,,,,79600.0,7230.0,8100.0,,,,,,
2020-11-23,528.81,350.68,379.83,448.59,234.08,745.32,283.43,342.79,116.33010864257812,102.37210083007812,52.04485321044922,283.57318115234375,101.35137939453125,78530.0,7166.0,8222.0,11.970000267028809,60.29746627807617,16.193069458007812,199.26828002929688,10.737688064575195,11.797460556030273
2020-11-24,528.12,350.88,379.89,448.2,234.17,743.86,283.42,343.07,117.94796752929688,102.67398071289062,54.72511291503906,287.557373046875,101.35137939453125,78900.0,7255.0,8400.0,11.420000076293945,62.286746978759766,16.66659927368164,201.75685119628906,10.873504638671875,11.850666999816895
2020-11-25,529.9,350.72,379.84,448.18,234.29,743.75,283.41,342.77,118.1998291015625,102.29664611816406,53.899009704589844,289.32489013671875,101.35137939453125,77550.0,7183.0,8337.0,11.920000076293945,61.30536651611328,16.5482177734375,201.4170684814453,10.817582130432129,11.812661170959473
2020-11-26,536.83,351.46,380.51,448.54,234.35,745.09,283.49,343.67,,,,,,77780.0,7375.0,8300.0,,,,,,
2020-11-27,,,,,,,,,118.82952117919922,103.2400131225586,53.127967834472656,291.99078369140625,101.36054229736328,,,,11.979999542236328,60.951725006103516,16.776521682739258,200.4895782470703,10.785622596740723,11.873470306396484
2020-11-29,542.8,350.43,380.17,448.54,234.42,744.85,283.47,342.79,,,,,,79620.0,7280.0,8295.0,,,,,,
2020-11-30,542.41,349.64,379.61,448.13,234.34,743.47,283.43,341.64,119.62393188476562,103.52299499511719,49.621604919433594,292.5865478515625,101.34220886230469,79530.0,7066.0,8263.0,11.850000381469727,59.85541534423828,16.049314498901367,200.859130859375,10.833558082580566,11.850666999816895
2020-12-01,537.08,349.51,379.47,447.83,234.4,742.4,283.42,341.58,121.15460205078125,104.39089965820312,49.38294219970703,296.3363952636719,101.34405517578125,79600.0,6998.0,8311.0,11.760000228881836,61.950782775878906,16.108509063720703,199.65823364257812,10.905782699584961,11.919082641601562
2020-12-02,511.83,348.62,378.7,447.28,234.39,740.31,283.51,341.0,120.97052764892578,105.17386627197266,50.98009490966797,296.7171936035156,101.34405517578125,78550.0,6845.0,8173.0,11.770000457763672,60.907508850097656,16.176158905029297,194.7808380126953,10.986028671264648,11.88107681274414
2020-12-03,522.15,348.76,378.84,447.6,234.39,741.39,283.51,341.28,120.89303588867188,105.04177856445312,51.63180160522461,297.13714599609375,101.34405517578125,78300.0,6938.0,8230.0,11.6899995803833,61.82700729370117,16.01549530029297,195.38128662109375,10.986028671264648,11.86587142944336
2020-12-04,,,,,,,,,122.10399627685547,106.16439819335938,55.99181365966797,298.3480224609375,101.35321807861328,,,,12.15999984741211,63.002906799316406,16.15079116821289,194.67001342773438,11.018131256103516,11.979894638061523
2020-12-06,537.3,349.04,378.63,447.03,234.38,739.33,283.41,341.64,,,,,,79700.0,7035.0,8308.0,,,,,,
2020-12-07,535.22,349.35,378.98,447.37,234.32,740.43,283.43,342.23,122.45275115966797,105.51348114013672,54.128482818603516,300.0374450683594,101.35321807861328,79000.0,6970.0,8370.0,12.34000015258789,63.56874465942383,16.108509063720703,192.96107482910156,11.018131256103516,11.949485778808594
2020-12-08,521.48,349.22,378.7,447.19,234.2,739.79,283.45,342.45,122.84993743896484,106.31531524658203,54.95458984375,301.052978515625,101.34405517578125,77580.0,6995.0,8320.0,13.109999656677246,65.31048583984375,15.90556526184082,192.49920654296875,11.034178733825684,12.017905235290527
2020-12-09,521.12,349.5,378.53,446.73,234.26,737.91,283.47,343.23,120.4958267211914,105.94740295410156,55.34928512573242,294.2368469238281,101.35321807861328,77670.0,7090.0,8481.0,12.920000076293945,66.61897277832031,16.13387680053711,192.77633666992188,11.098377227783203,11.987495422363281
2020-12-10,519.82,349.56,378.35,446.36,234.33,736.51,283.45,343.38,120.67021179199219,105.76817321777344,58.470149993896484,295.4184265136719,101.36241149902344,77500.0,7145.0,8466.0,12.75,67.45890045166016,16.040861129760742,192.1759033203125,11.050228118896484,12.00269603729248
2020-12-11,,,,,,,,,120.41832733154297,105.35309600830078,57.35029983520508,294.76416015625,101.35321807861328,,,,12.609999656677246,67.6003646850586,15.778728485107422,191.91725158691406,10.978004455566406,12.010299682617188
2020-12-13,516.31,349.83,378.73,446.81,234.4,738.13,283.47,343.83,,,,,,78550.0,7277.0,8570.0,,,,,,
2020-12-14,527.86,349.6,378.74,446.44,234.5,736.79,283.47,343.7,120.85429382324219,104.56068420410156,55.02803039550781,296.9027404785156,101.35321807861328,79680.0,7100.0,8609.0,12.229999542236328,68.01136016845703,16.100053787231445,195.76002502441406,10.857633590698242,12.010299682617188
2020-12-15,519.07,349.86,379.06,446.58,234.55,737.37,283.44,344.22,122.86932373046875,105.69270324707031,56.20293045043945,300.076416015625,101.34405517578125,79830.0,7008.0,8485.0,12.699999809265137,66.13504791259766,16.296293258666992,198.475830078125,10.793429374694824,12.20793628692627
2020-12-16,527.64,350.28,379.14,446.3,234.58,736.39,283.45,344.88,123.70245361328125,105.38140106201172,55.450252532958984,301.726806640625,101.35321807861328,82880.0,6940.0,8401.0,12.949999809265137,65.25051879882812,15.989134788513184,197.4966583251953,10.833559036254883,12.291553497314453
2020-12-17,526.8,350.87,379.84,447.15,234.68,739.57,283.42,346.41,124.68091583251953,106.513427734375,55.450252532958984,303.6993713378906,101.35321807861328,85410.0,7002.0,8408.0,12.899999618530273,64.51787567138672,15.903814315795898,197.91233825683594,10.833559036254883,12.337162017822266
2020-12-18,,,,,,,,,124.2449722290039,106.59832000732422,54.72511291503906,302.7814636230469,101.35321807861328,,,,13.0600004196167,65.68831634521484,15.545467376708984,198.67906188964844,10.857633590698242,12.276347160339355
2020-12-20,512.47,350.02,379.77,447.44,234.62,740.66,283.44,345.09,,,,,,88200.0,6940.0,8254.0,,,,,,
2020-12-21,491.31,348.87,379.54,447.96,234.48,742.49,283.42,343.62,124.36927032470703,105.53174591064453,53.77580642700195,302.2149963378906,101.35321807861328,86910.0,6761.0,8060.0,13.479999542236328,65.11650085449219,15.391891479492188,195.52908325195312,10.849608421325684,12.306758880615234
2020-12-22,499.42,349.56,380.44,448.77,234.7,745.42,283.5,344.78,125.44711303710938,105.20966339111328,52.85325241088867,303.0367736816406,101.34405517578125,87500.0,6950.0,8165.0,13.550000190734863,64.4642562866211,15.187116622924805,195.76002502441406,10.873682975769043,12.283950805664062
2020-12-23,494.7,349.94,380.36,448.54,234.6,744.53,283.45,345.27,124.4955062866211,105.28544616699219,55.23344039916992,301.5106201171875,101.35321807861328,89510.0,7020.0,8330.0,13.050000190734863,66.60859680175781,15.391891479492188,195.85240173339844,10.905782699584961,12.261018753051758
2020-12-24,494.83,350.66,380.91,448.94,234.59,746.0,283.47,347.13,125.32086944580078,105.58857727050781,54.43082046508789,302.84112548828125,101.35321807861328,89850.0,7290.0,8524.0,12.979999542236328,65.98316955566406,15.579596519470215,195.27044677734375,10.89775276184082,12.329814910888672
2020-12-27,509.4,351.0,381.23,449.11,234.68,746.56,283.47,347.6,,,,,,90870.0,7455.0,8710.0,,,,,,
2020-12-28,498.15,351.31,381.06,448.55,234.89,744.3,283.46,347.86,126.73857879638672,105.8537826538086,53.43446350097656,305.893310546875,101.34405517578125,89650.0,7372.0,8603.0,12.630000114440918,66.63540649414062,15.69904613494873,197.6999053955078,10.865659713745117,12.261018753051758
2020-12-29,501.97,351.12,381.15,448.88,234.93,745.46,283.47,347.12,126.13651275634766,106.35582733154297,52.94550704956055,306.1673278808594,101.35321807861328,91400.0,7293.0,8510.0,12.399999618530273,65.46495056152344,15.528406143188477,196.48976135253906,11.002081871032715,12.230439186096191
2020-12-30,511.89,351.23,381.36,449.22,235.01,746.84,283.42,346.87,126.06856536865234,106.3368911743164,54.72603988647461,306.1771240234375,101.35321807861328,91370.0,7380.0,8522.0,12.369999885559082,66.23332977294922,15.451611518859863,195.42750549316406,11.114429473876953,12.268662452697754
2020-12-31,523.42,351.76,381.63,449.41,235.14,747.18,283.48,347.45,126.2530517578125,107.45462799072266,53.96954345703125,306.9303894042969,101.36241149902344,90000.0,7425.0,8514.0,12.329999923706055,66.34056854248047,15.84409236907959,198.2171630859375,11.162579536437988,12.36038875579834
2021-01-03,519.43,352.01,381.36,448.75,235.06,745.13,283.43,347.83,,,,,,91150.0,7486.0,8567.0,,,,,,
2021-01-04,516.44,352.29,381.92,449.21,235.2,746.61,283.47,348.03,124.1944808959961,106.990478515625,54.458499908447266,302.59649658203125,101.35321807861328,89400.0,7431.0,8482.0,12.050000190734863,66.79623413085938,15.989134788513184,194.1896514892578,11.033625602722168,12.085209846496582
2021-01-05,509.25,352.17,382.0,449.28,235.32,746.73,283.59,347.29,125.00041198730469,107.76721954345703,57.954986572265625,305.0911865234375,101.35321807861328,89500.0,7480.0,8380.0,12.550000190734863,68.02922058105469,16.091522216796875,195.3535919189453,11.001381874084473,12.176933288574219
2021-01-06,529.71,352.32,381.72,448.55,235.37,743.82,283.57,347.51,122.84474182128906,109.24490356445312,60.20602035522461,300.86492919921875,101.36241149902344,88100.0,7488.0,8388.0,12.989999771118164,71.96945190429688,16.791152954101562,194.91017150878906,11.001381874084473,12.345101356506348
2021-01-07,543.04,352.6,381.42,447.82,235.43,740.82,283.56,347.97,126.15596008300781,110.66575622558594,61.377662658691406,308.14349365234375,101.36241149902344,87500.0,7694.0,8500.0,13.199999809265137,70.63817596435547,16.731428146362305,195.81544494628906,10.928849220275879,12.459763526916504
2021-01-08,,,,,,,,,126.97161102294922,111.19622039794922,60.427433013916016,312.10552978515625,101.35321807861328,,,,13.479999542236328,69.83406066894531,16.569316864013672,199.4088134765625,10.928849220275879,12.605002403259277
2021-01-10,551.6,352.7,381.04,446.92,235.48,737.39,283.61,348.33,,,,,,87600.0,7840.0,8687.0,,,,,,
2021-01-11,547.37,352.7,380.71,446.5,235.5,735.68,283.59,349.07,125.92289733886719,111.71719360351562,61.700565338134766,307.5956115722656,101.34405517578125,86550.0,7889.0,8687.0,13.829999923706055,71.62993621826172,16.415740966796875,197.89385986328125,10.888547897338867,12.65850830078125
2021-01-12,555.53,352.81,381.08,446.89,235.56,737.06,283.61,349.27,125.32086944580078,110.5047378540039,65.15092468261719,307.1064758300781,101.34405517578125,86910.0,8029.0,8833.0,14.039999961853027,72.47872924804688,16.321889877319336,195.46441650390625,10.936906814575195,12.6279296875
2021-01-13,556.3,353.32,381.7,447.71,235.61,739.83,283.68,350.06,126.11711883544922,110.80784606933594,63.970035552978516,309.1805114746094,101.34405517578125,85730.0,8250.0,9168.0,14.239999771118164,69.55706024169922,16.193906784057617,195.91705322265625,10.872428894042969,12.635577201843262
2021-01-14,563.83,353.76,382.71,448.53,235.82,742.51,283.86,350.53,125.01013946533203,110.45735931396484,66.15650939941406,307.5271301269531,101.34405517578125,86870.0,8290.0,9316.0,14.020000457763672,71.79969024658203,17.004457473754883,192.600830078125,10.880491256713867,12.47504997253418
2021-01-15,,,,,,,,,123.72838592529297,110.79837036132812,63.90547180175781,305.0911865234375,101.34405517578125,,,,13.949999809265137,71.86223602294922,17.268951416015625,193.90330505371094,10.888547897338867,12.513274192810059
2021-01-17,565.3,354.03,382.88,448.73,235.77,743.52,283.72,350.35,,,,,,88600.0,8177.0,9200.0,,,,,,
2021-01-18,565.14,354.77,383.4,448.86,235.73,743.7,283.85,351.39,,,,,,88250.0,8223.0,9256.0,,,,,,
2021-01-19,570.11,355.48,383.94,449.02,235.95,744.48,283.8,352.31,125.3403091430664,111.6319351196289,65.04022216796875,309.5423889160156,101.34405517578125,88830.0,8220.0,9218.0,15.149999618530273,71.27253723144531,17.601699829101562,193.1458282470703,10.880491256713867,12.635577201843262
