,170,603,601,690,637,704,701,714,XLK,XLV,XOP,QQQ,SHV,273011,695437,593038,LMB,AGM,TDS,MCD,FMY,EOI
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2017-05-14,1180.9,319.37,343.25,402.91,238.1,601.31,281.13,347.93,,,,,,27100.0,6080.0,5913.0,,,,,,
2017-05-15,1171.35,319.5,343.47,403.1,238.1,601.9,281.13,348.02,51.53822708129883,67.11136627197266,123.80274963378906,132.09527587890625,96.0571060180664,27210.0,6183.0,5852.0,12.979999542236328,49.30208206176758,21.059900283813477,123.29682159423828,9.349441528320312,7.880202293395996
2017-05-16,1186.52,319.6,343.83,403.77,238.01,603.86,281.13,348.03,51.77806091308594,66.8545150756836,122.61868286132812,132.6462860107422,96.0571060180664,27130.0,6216.0,5898.0,12.699999809265137,48.2360954284668,20.81231689453125,124.14812469482422,9.409029006958008,7.839216709136963
2017-05-17,1169.14,319.52,344.29,404.56,238.11,606.41,281.21,347.4,50.36668395996094,65.97764587402344,120.80779266357422,129.2736358642578,96.083251953125,27120.0,6220.0,5879.0,12.880000114440918,47.452274322509766,20.26299476623535,123.4063720703125,9.316330909729004,7.704563617706299
2017-05-18,1158.1,319.13,344.26,404.38,238.17,605.82,281.17,346.32,50.661869049072266,66.26992797851562,120.80779266357422,130.40420532226562,96.07451629638672,26910.0,6318.0,5815.0,12.821999549865723,47.73444747924805,20.332626342773438,123.91212463378906,9.316330909729004,7.774816989898682
2017-05-19,,,,,,,,,50.957069396972656,66.4559326171875,123.69828796386719,130.9552001953125,96.083251953125,,,,12.75,47.029022216796875,21.0444278717041,124.87300109863281,9.303089141845703,7.809945106506348
2017-05-21,1163.27,319.75,344.66,404.33,238.23,605.54,281.15,347.25,,,,,,26770.0,6430.0,5909.0,,,,,,
2017-05-22,1167.36,319.82,344.49,404.32,238.15,605.54,281.16,347.41,51.362953186035156,66.63308715820312,122.72321319580078,132.05731201171875,96.083251953125,26980.0,6410.0,5964.0,12.75,48.2360954284668,21.361642837524414,124.90673065185547,9.329573631286621,7.860617637634277
2017-05-23,1172.25,319.99,344.66,404.51,238.19,606.12,281.15,347.81,51.455204010009766,66.8545150756836,122.61868286132812,132.19029235839844,96.07451629638672,26790.0,6370.0,6050.0,12.75,47.82851028442383,21.361642837524414,124.5948715209961,9.336191177368164,7.8370513916015625
2017-05-24,1167.97,319.92,344.54,404.59,238.15,606.4,281.21,347.57,51.667362213134766,67.0228042602539,121.01677703857422,132.79832458496094,96.083251953125,27310.0,6255.0,5992.0,12.800000190734863,48.510433197021484,21.500905990600586,126.0108871459961,9.316330909729004,7.907761096954346
2017-05-25,1176.27,320.22,344.87,405.05,238.19,608.01,281.16,347.98,52.03635025024414,67.34163665771484,117.88250732421875,133.928955078125,96.083251953125,28070.0,6266.0,6129.0,12.359999656677246,49.2393798828125,21.73301124572754,126.24694061279297,9.32295036315918,7.943112373352051
2017-05-26,,,,,,,,,52.008670806884766,67.2176513671875,118.16114044189453,134.1664276123047,96.083251953125,,,,11.739999771118164,48.35367965698242,21.555063247680664,126.31436920166016,9.369304656982422,7.954898357391357
2017-05-28,1191.82,320.45,344.98,405.11,238.17,608.16,281.23,348.36,,,,,,27780.0,6259.0,6150.0,,,,,,
2017-05-29,1200.76,320.34,344.9,405.38,238.15,609.16,281.22,348.04,,,,,,27550.0,6307.0,6219.0,,,,,,
2017-05-30,,,,,,,,,52.230072021484375,67.12022399902344,114.85272979736328,134.28036499023438,96.07451629638672,,,,11.850000381469727,46.81739044189453,21.663381576538086,126.37332916259766,9.362679481506348,7.978470802307129
2017-05-31,,,,,,,,,52.147056579589844,67.38592529296875,113.42491149902344,134.23291015625,96.083251953125,,,,11.609999656677246,47.49931716918945,22.073434829711914,127.18253326416016,9.362679481506348,7.966687202453613
2017-06-01,1204.06,320.25,344.91,405.72,238.15,610.26,281.22,347.99,52.27620315551758,68.12992858886719,114.95720672607422,134.7554168701172,96.08847045898438,28050.0,6290.0,6203.0,12.130000114440918,48.769100189208984,22.468019485473633,129.25205993652344,9.385961532592773,7.996148586273193
2017-06-02,,,,,,,,,52.755882263183594,68.57280731201172,112.55429077148438,136.2946014404297,96.10588836669922,,,,13.0,48.40853500366211,22.51443862915039,130.39706420898438,9.405921936035156,8.007930755615234
2017-06-04,1203.18,320.57,345.16,406.17,238.19,611.91,281.23,348.26,,,,,,28380.0,6332.0,6367.0,,,,,,
2017-06-05,1194.43,320.59,345.03,406.0,238.17,611.2,281.25,348.32,52.8020133972168,68.37793731689453,112.20603942871094,136.26602172851562,96.09718322753906,28600.0,6362.0,6396.0,12.710000038146973,48.510433197021484,22.498971939086914,129.59130859375,9.366009712219238,8.049180030822754
2017-06-06,1183.79,320.69,345.1,406.12,238.19,611.68,281.26,348.46,52.700538635253906,68.20967102050781,115.06170654296875,135.72451782226562,96.08847045898438,28560.0,6440.0,6350.0,12.319999694824219,48.34583282470703,22.135332107543945,128.26812744140625,9.385961532592773,8.055074691772461
2017-06-07,1183.74,320.75,345.12,406.12,238.15,611.7,281.27,348.61,52.86658477783203,68.39566040039062,110.32546997070312,136.25648498535156,96.09718322753906,28660.0,6351.0,6420.0,12.460000038146973,48.3850212097168,22.06570053100586,128.87037658691406,9.392617225646973,8.049180030822754
2017-06-08,1174.28,320.17,344.65,405.63,238.03,610.12,281.21,347.93,52.98650360107422,68.20081329345703,109.45486450195312,136.39901733398438,96.09718322753906,28300.0,6410.0,6419.0,12.699999809265137,50.86188888549805,22.081178665161133,128.4378204345703,9.372661590576172,8.066855430603027
2017-06-09,,,,,,,,,51.67659378051758,68.66138458251953,113.5642318725586,132.98834228515625,96.08847045898438,,,,12.640000343322754,52.19437026977539,21.895488739013672,128.4801788330078,9.339397430419922,8.049180030822754
2017-06-11,1172.57,320.15,344.55,405.51,238.01,609.81,281.16,347.76,,,,,,27500.0,6380.0,6410.0,,,,,,
2017-06-12,1156.82,319.73,344.27,405.33,237.94,609.06,281.16,346.83,51.37218475341797,68.57280731201172,114.29556274414062,132.27578735351562,96.0797348022461,27300.0,6315.0,6324.0,12.109999656677246,51.1440544128418,22.189491271972656,125.92723846435547,9.346048355102539,8.002038955688477
2017-06-13,1155.09,319.52,343.97,404.95,237.84,607.63,281.17,346.43,51.74116516113281,68.71454620361328,117.2208480834961,133.34934997558594,96.1146240234375,27690.0,6339.0,6356.0,12.140000343322754,51.98739242553711,21.88774871826172,127.07225036621094,9.379311561584473,8.066855430603027
2017-06-14,1131.93,319.74,344.53,405.87,237.88,610.74,281.2,346.39,51.49211502075195,69.042236328125,112.13639068603516,132.7698211669922,96.1146240234375,28140.0,6345.0,6394.0,12.079999923706055,52.41300582885742,21.946096420288086,127.80166625976562,9.352705955505371,8.02560806274414
2017-06-15,1101.56,319.59,344.47,405.94,237.76,610.98,281.25,346.27,51.261478424072266,68.97138214111328,109.38522338867188,132.18080139160156,96.1146240234375,27550.0,6348.0,6339.0,12.0,52.77556228637695,21.751611709594727,128.21728515625,9.379311561584473,8.007930755615234
2017-06-16,,,,,,,,,51.17164993286133,69.08521270751953,110.48131561279297,131.60733032226562,96.12332153320312,,,,11.819999694824219,53.500667572021484,21.837182998657227,128.9127960205078,9.379311561584473,8.043286323547363
2017-06-18,1125.63,319.98,344.58,406.0,237.84,611.07,281.28,346.88,,,,,,27520.0,6325.0,6329.0,,,,,,
2017-06-19,1130.88,320.06,344.36,405.91,237.72,610.77,281.23,346.95,51.93110656738281,69.80551147460938,110.16714477539062,133.8079071044922,96.12332153320312,27980.0,6460.0,6460.0,11.989999771118164,52.46817398071289,21.790510177612305,129.88816833496094,9.379311561584473,8.119891166687012
2017-06-20,1118.85,319.73,343.9,405.62,237.68,609.6,281.26,346.54,51.51433181762695,70.03670501708984,108.87557220458984,132.7600555419922,96.12332153320312,27860.0,6428.0,6384.0,11.930000305175781,51.73518753051758,21.58045768737793,130.677001953125,9.352705955505371,8.149356842041016
2017-06-21,1116.17,319.71,343.84,405.64,237.64,609.73,281.25,346.47,51.801448822021484,70.92594909667969,105.31503295898438,134.07464599609375,96.12332153320312,28030.0,6413.0,6330.0,11.819999694824219,51.43567657470703,21.533781051635742,130.3886260986328,9.366009712219238,8.093615531921387
2017-06-22,1111.03,319.72,344.04,405.93,237.66,610.8,281.27,346.72,51.81998062133789,71.66400909423828,105.45465850830078,134.03656005859375,96.1407241821289,28000.0,6351.0,6360.0,11.9399995803833,52.018917083740234,21.448204040527344,131.29612731933594,9.392617225646973,8.087685585021973
2017-06-23,,,,,,,,,52.14413070678711,71.55730438232422,108.28213500976562,134.5509796142578,96.14942932128906,,,,12.149999618530273,51.62483596801758,21.51822280883789,131.1604461669922,9.405921936035156,8.15291690826416
2017-06-25,1105.48,319.84,344.27,405.72,237.62,610.1,281.23,347.21,,,,,,28130.0,6398.0,6300.0,,,,,,
2017-06-26,1096.3,320.14,344.62,406.07,237.48,611.27,281.27,347.54,51.86627960205078,71.48615264892578,108.56140899658203,133.9222412109375,96.13206481933594,28020.0,6305.0,6312.0,11.90999984741211,52.255374908447266,21.8138484954834,130.58367919921875,9.419222831726074,8.1825590133667
2017-06-27,1088.56,320.04,344.35,405.67,237.54,609.84,281.31,347.55,51.01420211791992,70.83702087402344,108.66612243652344,131.49301147460938,96.13206481933594,28260.0,6281.0,6377.0,12.0,52.06621551513672,21.96166229248047,130.38014221191406,9.432525634765625,8.099547386169434
2017-06-28,1102.82,319.37,343.88,405.38,237.52,608.9,281.25,346.52,51.65327072143555,71.21051025390625,109.29446411132812,133.38876342773438,96.1407241821289,28250.0,6300.0,6390.0,12.010000228881836,53.6583251953125,22.140588760375977,130.87203979492188,9.42587661743164,8.129194259643555
2017-06-29,1113.62,319.25,343.65,405.21,237.42,608.16,281.27,346.35,50.727081298828125,70.56137084960938,110.65583801269531,131.0738525390625,96.14942932128906,27980.0,6350.0,6326.0,11.930000305175781,52.37358093261719,21.65825843811035,129.87969970703125,9.439180374145508,8.081759452819824
2017-06-30,,,,,,,,,50.68077087402344,70.46356201171875,111.42378997802734,131.1214599609375,96.15819549560547,,,,11.989999771118164,50.99431228637695,21.588232040405273,129.90513610839844,9.42587661743164,8.111409187316895
2017-07-02,1128.01,319.65,343.74,405.12,237.46,607.72,281.38,346.89,,,,,,27570.0,6428.0,6385.0,,,,,,
2017-07-03,1138.65,319.56,343.68,404.95,237.4,607.05,281.37,346.73,50.32881164550781,70.58802795410156,113.8323974609375,129.74012756347656,96.15032196044922,27700.0,6397.0,6408.0,11.979999542236328,52.64944839477539,21.91497802734375,129.34532165527344,9.455947875976562,8.1825590133667
2017-07-04,1147.77,319.67,343.86,405.1,237.5,607.61,281.42,346.58,,,,,,27350.0,6400.0,6445.0,,,,,,
2017-07-05,1163.58,319.74,344.04,405.4,237.44,608.63,281.41,346.44,50.828956604003906,71.00596618652344,109.95768737792969,131.01669311523438,96.15032196044922,27450.0,6435.0,6414.0,11.970000267028809,52.37358093261719,21.720489501953125,129.8287811279297,9.442583084106445,8.135125160217285
2017-07-06,1158.45,319.61,343.82,405.03,237.5,607.27,281.4,346.03,50.36586380004883,70.09005737304688,107.4792709350586,129.8353729248047,96.17646026611328,27090.0,6510.0,6469.0,11.850000381469727,51.68001174926758,21.650476455688477,129.8457489013672,9.449265480041504,8.093615531921387
2017-07-07,,,,,,,,,50.9493522644043,70.44575500488281,107.02550506591797,131.2357940673828,96.16777801513672,,,,12.140000343322754,52.302669525146484,21.51822280883789,132.54293823242188,9.482680320739746,8.058042526245117
2017-07-09,1149.82,319.7,343.93,405.16,237.58,607.53,281.39,346.04,,,,,,27480.0,6580.0,6489.0,,,,,,
2017-07-10,1140.96,319.68,344.06,405.46,237.5,608.69,281.41,346.02,51.31983184814453,70.31237030029297,108.66612243652344,132.0931854248047,96.17646026611328,27600.0,6541.0,6630.0,12.039999961853027,52.24747848510742,21.362632751464844,131.90684509277344,9.482680320739746,8.069899559020996
2017-07-11,1122.93,319.73,344.4,405.55,237.66,609.08,281.42,345.86,51.430965423583984,70.23233032226562,109.64354705810547,132.4646759033203,96.19392395019531,27560.0,6524.0,6585.0,11.979999542236328,52.10562515258789,21.4404239654541,131.389404296875,9.475996017456055,8.099547386169434
2017-07-12,1125.5,319.68,344.7,406.08,237.66,610.97,281.43,345.5,52.09783935546875,70.71251678466797,109.6086196899414,134.03656005859375,96.20265197753906,27700.0,6500.0,6542.0,11.989999771118164,53.618900299072266,21.214824676513672,132.80587768554688,9.496044158935547,8.15291690826416
2017-07-13,1124.73,319.66,344.68,405.96,237.6,610.35,281.48,345.37,52.199710845947266,70.77476501464844,110.44637298583984,134.3319091796875,96.19392395019531,27990.0,6540.0,6470.0,11.989999771118164,53.61101150512695,21.18370246887207,131.4996795654297,9.509411811828613,8.1825590133667
2017-07-14,,,,,,,,,52.66278839111328,71.25495910644531,111.38887786865234,135.3893280029297,96.22010040283203,,,,12.006999969482422,52.783443450927734,21.46376609802246,131.7032470703125,9.502728462219238,8.194419860839844
2017-07-16,1129.41,319.7,345.12,407.28,236.55,614.96,281.44,344.76,,,,,,28030.0,6521.0,6480.0,,,,,,
2017-07-17,1122.03,319.86,345.37,407.83,236.47,616.7,281.48,344.63,52.67206573486328,70.9970932006836,111.31907653808594,135.4559783935547,96.22010040283203,27820.0,6489.0,6452.0,12.0,53.012001037597656,21.650476455688477,131.68624877929688,9.52945613861084,8.18848991394043
2017-07-18,1102.73,319.97,345.79,408.6,236.38,619.46,281.52,344.95,52.91286087036133,71.05045318603516,109.95768737792969,136.36099243164062,96.21139526367188,27950.0,6473.0,6435.0,11.989999771118164,52.77556228637695,21.487104415893555,130.58367919921875,9.582918167114258,8.277429580688477
2017-07-19,1111.68,320.29,345.84,408.35,236.34,618.59,281.52,345.21,53.18146514892578,71.62844848632812,114.00691986083984,137.16119384765625,96.21139526367188,28080.0,6417.0,6522.0,11.949999809265137,53.95780563354492,21.79828643798828,130.52430725097656,9.462634086608887,8.324865341186523
2017-07-20,1108.64,320.2,345.73,408.2,236.18,618.06,281.51,345.02,53.29259490966797,72.09974670410156,111.84269714355469,137.34222412109375,96.22010040283203,27850.0,6480.0,6470.0,11.949999809265137,53.4927978515625,21.938322067260742,130.79571533203125,9.52945613861084,8.316512107849121
2017-07-21,,,,,,,,,53.2277717590332,72.01970672607422,110.48131561279297,137.28501892089844,96.21139526367188,,,,11.960000038146973,53.918399810791016,22.093910217285156,130.54974365234375,9.449265480041504,8.256852149963379
2017-07-23,1098.85,320.54,346.11,408.61,236.02,619.52,281.51,345.93,,,,,,27490.0,6437.0,6436.0,,,,,,
2017-07-24,1087.62,320.46,345.97,408.65,235.92,619.64,281.53,345.88,53.35742950439453,71.9930419921875,110.37659454345703,137.91378784179688,96.22010040283203,27130.0,6364.0,6380.0,11.989999771118164,54.46221923828125,21.8138484954834,128.79405212402344,9.462634086608887,8.268787384033203
2017-07-25,1091.36,320.27,345.69,408.28,236.1,618.33,281.52,345.42,53.255558013916016,71.47725677490234,113.90221405029297,137.56130981445312,96.17646026611328,26900.0,6382.0,6375.0,11.899999618530273,55.75482177734375,22.443988800048828,134.91778564453125,9.489359855651855,8.262818336486816
2017-07-26,1088.83,320.31,345.75,408.32,236.06,618.42,281.54,345.41,53.459327697753906,71.2371597290039,113.72769165039062,138.00906372070312,96.22010040283203,27140.0,6375.0,6377.0,12.039999961853027,55.605064392089844,22.117250442504883,132.74649047851562,9.509411811828613,8.304577827453613
2017-07-27,1085.24,320.31,345.93,408.63,236.0,619.44,281.59,345.39,53.255558013916016,70.74810028076172,114.87960052490234,137.1421661376953,96.22010040283203,26750.0,6425.0,6454.0,11.680000305175781,55.02183151245117,22.311735153198242,133.1196746826172,9.462634086608887,8.256852149963379
2017-07-28,,,,,,,,,53.19998550415039,71.10377502441406,114.63526916503906,137.02783203125,96.23753356933594,,,,11.859999656677246,54.336143493652344,22.016115188598633,132.1866912841797,9.469313621520996,8.256852149963379
2017-07-30,1079.0,320.64,346.37,409.17,236.04,621.3,281.59,345.82,,,,,,26520.0,6466.0,6421.0,,,,,,
2017-07-31,1082.06,320.65,346.42,409.45,235.92,622.28,281.61,345.47,52.940650939941406,71.04155731201172,113.51822662353516,136.44671630859375,96.25497436523438,26460.0,6435.0,6500.0,11.819999694824219,54.036617279052734,22.117250442504883,131.58450317382812,9.569552421569824,8.280714988708496
2017-08-01,,,,,,,,,53.2092399597168,70.88150024414062,112.6804428100586,136.76107788085938,96.2436294555664,,,,11.880000114440918,53.98932647705078,22.428430557250977,130.65151977539062,9.539345741271973,8.310546875
2017-08-02,1080.29,321.05,346.78,409.91,235.94,624.01,281.57,345.73,53.35742950439453,70.72139739990234,110.51618957519531,137.13262939453125,96.2523422241211,26740.0,6446.0,6491.0,11.850000381469727,53.92628479003906,22.303951263427734,132.81436157226562,9.546061515808105,8.20316219329834
2017-08-03,1072.51,321.37,347.25,410.03,236.04,624.34,281.64,346.12,53.23703384399414,70.83702087402344,106.64149475097656,136.59915161132812,96.26982879638672,27610.0,6500.0,6535.0,12.0,53.36668395996094,22.148366928100586,131.22824096679688,9.546061515808105,8.191224098205566
2017-08-04,,,,,,,,,53.35742950439453,70.67695617675781,109.15483856201172,136.84683227539062,96.26110076904297,,,,12.100000381469727,53.516422271728516,22.412864685058594,130.4649200439453,9.552770614624023,8.227023124694824
2017-08-06,1056.49,321.58,347.37,409.84,236.18,623.73,281.63,346.56,,,,,,28280.0,6497.0,6504.0,,,,,,
2017-08-07,1043.13,321.75,347.54,409.72,236.18,623.27,281.61,346.88,53.681602478027344,70.82814025878906,107.37455749511719,137.71372985839844,96.26110076904297,27740.0,6537.0,6527.0,12.300000190734863,52.79132080078125,23.089689254760742,131.44033813476562,9.499065399169922,8.215089797973633
2017-08-08,1033.45,321.58,347.46,409.51,236.18,622.51,281.6,346.72,53.607505798339844,70.49911499023438,107.20001983642578,137.4755859375,96.278564453125,27600.0,6490.0,6513.0,12.489999771118164,53.07506561279297,22.762950897216797,131.3979034423828,9.572911262512207,8.19719123840332
2017-08-09,1022.35,321.23,347.39,409.67,236.12,623.03,281.58,346.13,53.57973098754883,70.57915496826172,107.58403015136719,137.29457092285156,96.2436294555664,27250.0,6397.0,6436.0,12.609999656677246,51.806121826171875,22.459548950195312,131.3979034423828,9.492356300354004,8.137531280517578
2017-08-10,1012.58,320.84,347.06,409.61,236.02,622.78,281.57,345.34,52.52388381958008,69.69878387451172,106.0132064819336,134.3509521484375,96.2523422241211,26780.0,6240.0,6204.0,12.890000343322754,51.940101623535156,22.179485321044922,132.83978271484375,9.465502738952637,7.910825729370117
2017-08-11,,,,,,,,,52.88508224487305,69.89441680908203,106.22261047363281,135.3702392578125,96.26982879638672,,,,12.730999946594238,51.72730255126953,22.327293395996094,133.41653442382812,9.44536018371582,7.964522838592529
2017-08-13,1012.52,320.97,347.28,409.93,236.1,623.87,281.58,345.55,,,,,,26720.0,6265.0,6317.0,,,,,,
2017-08-14,1036.24,320.94,346.9,409.46,236.02,622.2,281.55,345.62,53.727909088134766,70.36571502685547,105.07069396972656,137.1135711669922,96.28727722167969,27550.0,6399.0,6488.0,12.760000228881836,53.03565216064453,22.84074592590332,133.38262939453125,9.579626083374023,8.06594467163086
2017-08-15,1028.62,321.26,346.92,409.12,236.14,620.91,281.56,346.07,53.8112678527832,70.36571502685547,104.61690521240234,137.20884704589844,96.28727722167969,27420.0,6520.0,6527.0,13.229999542236328,53.343048095703125,22.342857360839844,133.68792724609375,9.532631874084473,8.077877044677734
2017-08-16,1028.39,321.66,347.52,410.13,235.67,624.11,281.7,346.44,53.96870422363281,70.56137084960938,103.15077209472656,137.4469757080078,96.30471801757812,27600.0,6598.0,6561.0,13.510000228881836,52.65734100341797,22.537343978881836,134.77357482910156,9.525918006896973,8.083836555480957
2017-08-17,1026.14,322.14,347.92,410.51,235.68,625.48,281.61,347.46,52.91286087036133,69.68101501464844,101.57994842529297,134.63670349121094,96.29597473144531,27450.0,6580.0,6560.0,13.289999961853027,52.03466796875,22.109464645385742,133.9169464111328,9.539345741271973,7.9704909324646
2017-08-18,,,,,,,,,52.85729217529297,69.36089324951172,102.83663940429688,134.5414581298828,96.31344604492188,,,,13.050000190734863,52.334190368652344,22.226163864135742,133.806640625,9.505779266357422,7.9167962074279785
2017-08-20,1042.01,322.66,348.6,411.23,235.67,627.74,281.79,348.13,,,,,,27000.0,6579.0,6531.0,,,,,,
2017-08-21,1030.3,322.94,348.89,411.45,235.59,628.56,281.65,348.56,52.83876419067383,69.67210388183594,101.5450668334961,134.36997985839844,96.31344604492188,27170.0,6551.0,6576.0,13.300000190734863,51.85341262817383,22.20282554626465,134.3155975341797,9.512493133544922,7.910825729370117
2017-08-22,1036.98,323.03,348.99,411.6,235.55,628.91,281.66,348.57,53.626033782958984,70.51688385009766,102.41773223876953,136.4181671142578,96.29597473144531,27900.0,6580.0,6711.0,13.369999885559082,52.36571502685547,22.545124053955078,135.40121459960938,9.532631874084473,7.992492198944092
2017-08-23,1027.34,322.91,349.21,412.22,235.47,631.18,281.67,348.23,53.49636459350586,69.98333740234375,103.39513397216797,135.9322967529297,96.31344604492188,27830.0,6473.0,6610.0,13.460000038146973,52.097740173339844,22.848526000976562,134.69728088378906,9.539345741271973,8.010509490966797
2017-08-24,1018.33,322.93,349.4,412.64,235.35,632.7,281.63,348.27,53.45005798339844,70.1878662109375,103.63948822021484,135.5322265625,96.31344604492188,27530.0,6550.0,6616.0,13.430000305175781,52.074092864990234,22.801851272583008,134.35797119140625,9.532631874084473,7.9864888191223145
2017-08-25,,,,,,,,,53.4407958984375,70.2056655883789,103.88383483886719,135.24636840820312,96.32218933105469,,,,13.680000305175781,52.728271484375,23.00411605834961,134.7057647705078,9.593047142028809,7.980484485626221
2017-08-27,1009.8,322.92,349.62,413.05,235.37,634.08,281.62,348.31,,,,,,27300.0,6595.0,6625.0,,,,,,
2017-08-28,1014.77,322.99,349.5,412.75,235.47,633.07,281.6,348.76,53.54267120361328,70.57915496826172,103.2555160522461,135.6655731201172,96.32218933105469,27660.0,6509.0,6570.0,13.619999885559082,53.05142593383789,22.934101104736328,135.42669677734375,9.559481620788574,7.9864888191223145
2017-08-29,998.32,323.0,349.69,413.07,235.59,634.18,281.63,348.72,53.77423095703125,70.71251678466797,103.11587524414062,136.1990509033203,96.33087158203125,27540.0,6450.0,6516.0,13.529999732971191,52.26326370239258,22.848526000976562,135.18072509765625,9.572911262512207,7.9984965324401855
2017-08-30,998.92,322.89,349.17,412.37,235.67,631.64,281.7,348.6,54.1632080078125,71.07714080810547,103.39513397216797,137.79946899414062,96.33961486816406,27940.0,6400.0,6564.0,13.25,52.31053924560547,22.692934036254883,136.11068725585938,9.579626083374023,8.010509490966797
2017-08-31,1007.78,322.78,348.77,411.75,235.76,629.4,281.69,348.45,54.48738098144531,72.28648376464844,105.2801513671875,139.27603149414062,96.32218933105469,27760.0,6388.0,6550.0,12.989999771118164,53.689842224121094,22.801851272583008,136.48611450195312,9.572911262512207,8.064554214477539
2017-09-01,,,,,,,,,54.44107437133789,72.23313903808594,106.85099792480469,139.08555603027344,96.30818939208984,,,,13.260000228881836,53.05142593383789,23.221940994262695,136.34963989257812,9.623491287231445,8.10058307647705
2017-09-03,1002.67,322.73,348.84,412.06,235.72,630.23,281.76,348.47,,,,,,27700.0,6334.0,6470.0,,,,,,
2017-09-04,1004.92,323.03,348.78,411.66,235.76,628.98,281.76,348.98,,,,,,28030.0,6356.0,6417.0,,,,,,
2017-09-05,1004.77,323.41,349.15,411.89,235.82,629.81,281.76,349.4,53.95945739746094,71.92188262939453,106.18771362304688,137.83758544921875,96.34314727783203,28030.0,6449.0,6426.0,12.9399995803833,51.41991424560547,22.716272354125977,135.74386596679688,9.609999656677246,8.028525352478027
2017-09-06,1001.4,323.54,349.27,412.05,235.72,630.33,281.77,349.75,54.005767822265625,72.26869201660156,107.9679946899414,138.25674438476562,96.30818939208984,27670.0,6430.0,6426.0,13.289999961853027,50.84455490112305,21.844961166381836,134.99298095703125,9.609999656677246,8.064554214477539
2017-09-07,1002.87,323.7,349.31,412.1,235.72,630.51,281.73,349.9,54.19100570678711,73.06903076171875,107.37455749511719,138.58065795898438,96.35186767578125,27820.0,6404.0,6520.0,12.960000038146973,49.859344482421875,21.245941162109375,136.42640686035156,9.623491287231445,8.046536445617676
2017-09-08,,,,,,,,,53.746421813964844,73.39803314208984,104.33763122558594,137.3803253173828,96.34314727783203,,,,13.180000305175781,50.718448638916016,21.082565307617188,136.26431274414062,9.583026885986328,8.034527778625488
2017-09-10,986.73,323.54,349.34,412.25,235.68,630.94,281.75,349.49,,,,,,27950.0,6400.0,6540.0,,,,,,
2017-09-11,979.9,323.6,349.37,412.02,235.72,630.17,281.73,349.39,54.50590515136719,73.9671401977539,105.31503295898438,138.96173095703125,96.3605728149414,27960.0,6416.0,6502.0,13.350000381469727,51.30957794189453,20.8336238861084,137.81712341308594,9.596514701843262,8.08256721496582
2017-09-12,968.57,323.67,349.37,411.66,235.74,628.98,281.72,349.6,54.63557434082031,74.12721252441406,107.6189193725586,139.2951202392578,96.33441162109375,27930.0,6382.0,6480.0,12.979999542236328,52.0031623840332,21.191478729248047,133.3804931640625,9.603255271911621,8.136612892150879
2017-09-13,963.38,323.89,349.53,411.6,235.82,628.79,281.7,350.0,54.56147384643555,73.85154724121094,110.62094116210938,139.48565673828125,96.33441162109375,28100.0,6367.0,6515.0,13.479999542236328,51.68001174926758,20.872522354125977,133.95211791992188,9.623491287231445,8.130607604980469
2017-09-14,968.47,324.15,349.8,412.0,235.8,630.02,281.77,350.7,54.37622833251953,73.94937896728516,111.179443359375,138.6663818359375,96.34314727783203,28170.0,6270.0,6550.0,13.229999542236328,51.331298828125,20.727766036987305,133.95211791992188,9.630231857299805,8.124601364135742
2017-09-15,,,,,,,,,54.598384857177734,73.71283721923828,111.35787963867188,139.14266967773438,96.35186767578125,,,,13.229999542236328,51.60867691040039,21.032926559448242,133.88385009765625,9.630231857299805,8.118597030639648
2017-09-17,971.22,324.29,349.76,412.63,235.47,632.01,281.61,350.69,,,,,,28390.0,6319.0,6604.0,,,,,,
2017-09-18,986.11,324.52,349.89,412.3,235.53,631.1,281.67,350.92,54.64487075805664,73.69500732421875,112.33746337890625,138.9603271484375,96.32567596435547,28450.0,6320.0,6550.0,13.539999961853027,52.496299743652344,21.173776626586914,133.67910766601562,9.623491287231445,8.178647994995117
2017-09-19,992.05,324.72,350.08,412.15,235.63,630.58,281.76,351.34,54.88652801513672,73.11487579345703,112.58235931396484,139.19903564453125,96.32567596435547,28610.0,6300.0,6562.0,13.680000305175781,53.098609924316406,21.50241470336914,134.31900024414062,9.630231857299805,8.178647994995117
2017-09-20,,,,,,,,,54.6634521484375,73.1862564086914,114.96137237548828,138.76942443847656,96.35186767578125,,,,13.729999542236328,54.58061599731445,21.690204620361328,136.40933227539062,9.630231857299805,8.274725914001465
2017-09-21,,,,,,,,,54.36601638793945,72.8114242553711,115.13627624511719,137.91973876953125,96.35186767578125,,,,14.083999633789062,55.325584411621094,21.611953735351562,135.68408203125,9.636974334716797,8.230006217956543
2017-09-22,,,,,,,,,54.393898010253906,72.8114242553711,115.59110260009766,137.78604125976562,96.3605728149414,,,,13.489999771118164,55.81694030761719,21.72933006286621,135.58172607421875,9.596514701843262,8.302522659301758
2017-09-24,982.55,324.4,349.7,411.85,235.55,629.59,281.73,351.04,,,,,,28300.0,6375.0,6527.0,,,,,,
