,TSLA,ADBE,JNJ,EOI,AAPL,AMZN,MSFT,GOOG,META,NVDA,AJG,BRO,BAC,CSL,593038,273011,442012,1081124
,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,closingPrice,closingPrice,closingPrice,closingPrice
2014-07-31,14.886667251586914,69.25,76.12611389160156,6.329894065856934,21.140390396118164,15.649499893188477,36.73965072631836,28.469350814819336,72.50101470947266,0.4164726734161377,36.58553695678711,13.903754234313965,12.456244468688965,70.59265899658203,5523.0,13640.0,239.0,21510.0
2014-08-01,15.5513334274292,68.94000244140625,75.98162078857422,6.296902179718018,21.257596969604492,15.352999687194824,36.48429870605469,28.19392204284668,72.21161651611328,0.420994371175766,36.34975051879883,13.795344352722168,12.23570728302002,70.67206573486328,,,,
2014-08-03,,,,,,,,,,,,,,,5532.0,13480.0,239.0,21470.0
2014-08-04,15.90133285522461,68.7699966430664,76.17935180664062,6.306327819824219,21.1381778717041,15.682499885559082,36.918426513671875,28.546552658081055,73.3592529296875,0.420042484998703,36.40667724609375,13.817931175231934,12.292884826660156,71.37782287597656,5556.0,13520.0,239.0,21530.0
2014-08-05,15.899333000183105,68.97000122070312,75.92076110839844,6.240345001220703,21.03424835205078,15.616000175476074,36.67156982421875,28.144115447998047,72.54093933105469,0.42028042674064636,36.05707550048828,13.691450119018555,12.252043724060059,71.19253540039062,,,,
2014-08-06,16.595333099365234,68.2300033569336,76.59766387939453,6.240345001220703,20.998865127563477,15.694499969482422,36.38212966918945,28.209062576293945,72.32138061523438,0.4198044538497925,36.44731903076172,13.81834888458252,12.415407180786133,71.42193603515625,5590.0,13600.0,248.2,21480.0
2014-08-07,16.826000213623047,67.83000183105469,76.00443267822266,6.2686238288879395,20.99664306640625,15.572500228881836,36.799251556396484,28.05894660949707,73.01994323730469,0.41552066802978516,36.536746978759766,13.77756118774414,12.350061416625977,71.4395751953125,5550.0,13690.0,256.4,21160.0
2014-08-08,16.54199981689453,68.38999938964844,76.87910461425781,6.362884521484375,21.054426193237305,15.84000015258789,36.773712158203125,28.328399658203125,72.91017150878906,0.45217031240463257,36.56114959716797,13.872734069824219,12.415407180786133,71.92476654052734,,,,
2014-08-10,,,,,,,,,,,,,,,5562.0,13660.0,256.4,21090.0
2014-08-11,17.288000106811523,68.97000122070312,76.93994140625,6.433586120605469,21.332223892211914,15.916500091552734,36.773712158203125,28.28407096862793,73.28939819335938,0.44979050755500793,36.69935989379883,13.913522720336914,12.43173885345459,71.58953857421875,5571.0,13830.0,256.4,21170.0
2014-08-12,17.33066749572754,68.79000091552734,76.53682708740234,6.395881175994873,21.32777214050293,15.965999603271484,37.046119689941406,28.027568817138672,72.68064880371094,0.44979050755500793,36.73188018798828,13.995098114013672,12.423572540283203,71.73950958251953,5558.0,13640.0,256.4,21230.0
2014-08-13,17.354000091552734,69.79000091552734,77.38106536865234,6.433586120605469,21.610004425048828,16.31399917602539,37.52280044555664,28.627735137939453,73.61871337890625,0.4524083435535431,37.08147048950195,14.126534461975098,12.456244468688965,71.8718490600586,5587.0,13580.0,256.4,21380.0
2014-08-14,17.42533302307129,70.05000305175781,77.59403228759766,6.504279136657715,21.66779136657715,16.660499572753906,37.684539794921875,28.621261596679688,74.14762878417969,0.44741061329841614,37.24406433105469,14.194511413574219,12.513421058654785,72.3231430053711,5552.0,13420.0,256.4,21010.0
2014-08-15,17.46733283996582,70.06999969482422,76.94754028320312,6.513713359832764,21.77446174621582,16.681499481201172,38.127197265625,28.56298828125,73.47900390625,0.4531222879886627,37.089595794677734,14.253430366516113,12.43173885345459,71.84532165527344,,,,
2014-08-17,,,,,,,,,,,,,,,5552.0,13310.0,256.4,20880.0
2014-08-18,17.32933235168457,71.05999755859375,78.11122131347656,6.53727912902832,22.036699295043945,16.726499557495117,38.39958190917969,28.99530792236328,74.4370346069336,0.4593099057674408,37.642452239990234,14.380330085754395,12.619606018066406,72.4293212890625,5492.0,13430.0,256.4,20660.0
2014-08-19,17.117332458496094,72.05000305175781,78.30897521972656,6.626827716827393,22.34115982055664,16.756500244140625,38.827880859375,29.22939682006836,75.13560485839844,0.4630149304866791,37.60993957519531,14.434712409973145,12.619606018066406,72.7833023071289,5450.0,13420.0,256.4,20690.0
2014-08-20,17.047332763671875,71.0199966430664,78.49911499023438,6.610706329345703,22.35004234313965,16.788999557495117,38.50238037109375,29.111356735229492,74.65658569335938,0.46014654636383057,37.68309783935547,14.452838897705078,12.676782608032227,72.96913146972656,5441.0,13420.0,256.4,20440.0
2014-08-21,16.95599937438965,71.7300033569336,79.24449157714844,6.624931812286377,22.352272033691406,16.64550018310547,38.733646392822266,29.055572509765625,74.41707611083984,0.45584389567375183,37.95951461791992,14.60693073272705,13.19953441619873,73.47352600097656,5413.0,13410.0,263.6,20600.0
2014-08-22,17.118667602539062,72.04000091552734,78.94586181640625,6.634415149688721,22.516725540161133,16.579500198364258,38.673683166503906,29.015230178833008,74.41707611083984,0.45608288049697876,38.008296966552734,14.60693073272705,13.175028800964355,73.61510467529297,,,,
2014-08-24,,,,,,,,,,,,,,,5412.0,13700.0,253.5,20600.0
2014-08-25,17.503332138061523,71.81999969482422,79.04540252685547,6.65338659286499,22.565614700317383,16.701000213623047,38.690818786621094,28.897686004638672,74.86614990234375,0.45680004358291626,38.20341491699219,14.670380592346191,13.305717468261719,73.67704772949219,5426.0,13800.0,255.3,20750.0
2014-08-26,17.44933319091797,71.52999877929688,79.20622253417969,6.696066856384277,22.421159744262695,17.09149932861328,38.553768157958984,28.781139373779297,75.80422973632812,0.4649272859096527,38.30910873413086,14.742894172668457,13.33838939666748,73.19035339355469,5474.0,13840.0,255.3,21080.0
2014-08-27,17.549999237060547,71.55000305175781,79.0377426147461,6.686583042144775,22.696735382080078,17.159000396728516,38.43385314941406,28.439468383789062,74.47695922851562,0.45966842770576477,38.31724548339844,14.75649356842041,13.232209205627441,73.0221939086914,5582.0,13980.0,255.3,21270.0
2014-08-28,17.590667724609375,71.37000274658203,78.83100128173828,6.6676106452941895,22.72340202331543,17.000999450683594,38.44242477416992,28.349815368652344,73.70853424072266,0.4634930491447449,38.28471374511719,14.733833312988281,13.077013969421387,72.96913146972656,5600.0,13810.0,262.9,21270.0
2014-08-29,17.979999542236328,71.9000015258789,79.42826843261719,6.677098274230957,22.778963088989258,16.95199966430664,38.91352081298828,28.469350814819336,74.66656494140625,0.4649272859096527,38.3985481262207,14.783686637878418,13.142356872558594,73.35848999023438,,,,
2014-08-31,,,,,,,,,,,,,,,5608.0,13980.0,262.9,21230.0
2014-09-01,,,,,,,,,,,,,,,5678.0,14130.0,262.9,21300.0
2014-09-02,18.941333770751953,72.0999984741211,79.14494323730469,6.691327095031738,22.956745147705078,17.118999481201172,38.62228775024414,28.754741668701172,76.52275085449219,0.46612247824668884,38.26846694946289,14.887922286987305,13.289384841918945,73.74784088134766,5678.0,14160.0,262.9,21340.0
2014-09-03,18.746000289916992,72.43000030517578,79.45122528076172,6.7055487632751465,21.98780632019043,16.950000762939453,38.51093673706055,28.785123825073242,75.67449951171875,0.4704250991344452,38.24388885498047,14.928712844848633,13.191068649291992,73.58855438232422,5623.0,14260.0,253.0,21400.0
2014-09-04,19.069332122802734,72.45999908447266,79.51249694824219,6.7055487632751465,21.805574417114258,17.297500610351562,38.76791763305664,28.98634147644043,75.79424285888672,0.4787914752960205,38.06364440917969,14.94231128692627,13.199257850646973,73.80977630615234,5622.0,14210.0,253.0,21400.0
2014-09-05,18.492666244506836,73.12999725341797,79.95661163330078,6.700807571411133,21.994474411010742,17.319000244140625,39.324668884277344,29.190547943115234,77.10157012939453,0.47735708951950073,37.93256378173828,14.896985054016113,13.125518798828125,74.11949920654297,,,,
2014-09-07,,,,,,,,,,,,,,,5664.0,14210.0,253.0,21640.0
2014-09-08,18.80733299255371,73.38999938964844,79.67329406738281,6.696066856384277,21.858905792236328,17.117000579833984,39.80434036254883,29.371843338012695,77.73027038574219,0.47305452823638916,38.14557647705078,14.919644355773926,13.39589786529541,73.960205078125,5707.0,14260.0,253.0,21700.0
2014-09-09,18.565332412719727,72.41999816894531,79.48188018798828,6.65812873840332,21.776681900024414,16.487499237060547,40.0527458190918,28.938030242919922,76.51276397705078,0.4670785665512085,37.735931396484375,14.79274845123291,13.223834991455078,73.67704772949219,5666.0,14400.0,253.0,21650.0
2014-09-10,18.739999771118164,72.33000183105469,80.39307403564453,6.648643493652344,22.445613861083984,16.566499710083008,40.12129211425781,29.042125701904297,77.27120971679688,0.46875181794166565,37.867027282714844,14.797280311584473,13.40408992767334,73.68587493896484,5704.0,14270.0,243.2,21700.0
2014-09-11,18.687332153320312,72.41999816894531,80.05615234375,6.643901348114014,22.541168212890625,16.525999069213867,40.258331298828125,28.95496368408203,77.76020812988281,0.46397116780281067,37.71136474609375,14.824471473693848,13.576146125793457,74.08409881591797,5720.0,14490.0,243.2,21910.0
2014-09-12,18.613332748413086,70.9800033569336,80.07911682128906,6.643901348114014,22.592281341552734,16.559499740600586,40.001365661621094,28.669572830200195,77.32111358642578,0.4570390284061432,37.46556854248047,14.906049728393555,13.756394386291504,73.43811798095703,,,,
2014-09-14,,,,,,,,,,,,,,,5716.0,14650.0,243.2,21900.0
2014-09-15,16.923999786376953,70.2699966430664,80.18633270263672,6.6676106452941895,22.585615158081055,16.194499969482422,39.60733413696289,28.5440616607666,74.42705535888672,0.45082414150238037,37.3344841003418,14.8924560546875,13.715428352355957,73.43811798095703,5691.0,14720.0,243.2,22190.0
2014-09-16,17.382667541503906,70.7300033569336,81.07457733154297,6.65812873840332,22.41449737548828,16.38800048828125,40.0527458190918,28.885234832763672,75.92398071289062,0.4575171172618866,37.21979522705078,14.86073112487793,13.690850257873535,73.73014068603516,5718.0,15100.0,243.2,22200.0
2014-09-17,17.42533302307129,67.30000305175781,81.31192779541016,6.700807571411133,22.574504852294922,16.200000762939453,39.8471794128418,29.125301361083984,76.27326965332031,0.4577561914920807,37.28532791137695,14.915120124816895,13.740011215209961,73.62396240234375,5751.0,15050.0,243.2,22270.0
2014-09-18,17.58799934387207,67.91000366210938,82.20014190673828,6.738747596740723,22.621173858642578,16.25,39.984222412109375,29.34943199157715,76.84209442138672,0.46468818187713623,37.24436950683594,15.019351959228516,13.96122932434082,73.69474792480469,5763.0,15120.0,243.2,22170.0
2014-09-19,17.288000106811523,66.94000244140625,82.6902084350586,6.703437328338623,22.436721801757812,16.56599998474121,40.703731536865234,29.68861198425293,77.75022888183594,0.45608288049697876,37.03136444091797,14.883390426635742,13.887489318847656,73.27000427246094,,,,
2014-09-21,,,,,,,,,,,,,,,5750.0,14910.0,243.2,22240.0
2014-09-22,16.66866683959961,67.19999694824219,82.60601043701172,6.674811363220215,22.45894432067871,16.225000381469727,40.309715270996094,29.254798889160156,76.64250183105469,0.4515411853790283,36.69544982910156,14.788214683532715,13.953032493591309,72.19042205810547,5707.0,14760.0,243.2,22310.0
2014-09-23,16.694000244140625,67.79000091552734,82.28443145751953,6.65572452545166,22.810068130493164,16.181499481201172,39.881439208984375,28.944007873535156,78.12945556640625,0.4496288299560547,36.687255859375,14.674918174743652,13.969422340393066,71.7391128540039,5728.0,14730.0,243.2,22520.0
2014-09-24,16.80933380126953,69.02999877929688,83.18797302246094,6.698668956756592,22.612287521362305,16.410499572753906,40.32683563232422,29.28567886352539,78.37893676757812,0.45225828886032104,37.24436950683594,14.788214683532715,14.075931549072266,71.78337860107422,,,,
2014-09-25,16.463333129882812,67.70999908447266,82.00873565673828,6.63664436340332,21.750015258789062,16.096500396728516,39.4360237121582,28.641681671142578,77.0616455078125,0.44245779514312744,36.670875549316406,14.593338966369629,13.805559158325195,70.79225158691406,,,,
2014-09-26,16.440000534057617,68.36000061035156,82.00873565673828,6.6795830726623535,22.39004898071289,16.160499572753906,39.75294876098633,28.7432861328125,78.62842559814453,0.4434138536453247,37.23617172241211,14.742894172668457,13.953032493591309,71.20816802978516,,,,
2014-09-28,,,,,,,,,,,,,,,5707.0,14950.0,243.2,22650.0
2014-09-29,16.35066795349121,69.22000122070312,81.57991790771484,6.631872653961182,22.24781608581543,16.090999603271484,39.778656005859375,28.706430435180664,78.8379898071289,0.44269677996635437,36.924842834472656,14.724766731262207,13.936646461486816,71.41167449951172,5650.0,14950.0,243.2,22610.0
2014-09-30,16.178667068481445,69.19000244140625,81.61819458007812,6.545993328094482,22.39004898071289,16.121999740600586,39.71012878417969,28.756237030029297,78.87791442871094,0.441023588180542,37.162437438964844,14.57068157196045,13.969422340393066,71.12852478027344,5635.0,14920.0,243.2,22840.0
2014-10-01,16.016000747680664,67.54000091552734,79.86473083496094,6.493508815765381,22.0411434173584,15.873000144958496,39.31610870361328,28.303497314453125,76.39302062988281,0.43672093749046326,36.72001266479492,14.50269603729248,13.780975341796875,69.44719696044922,5654.0,14960.0,252.8,22910.0
2014-10-02,16.761333465576172,67.05999755859375,79.52014923095703,6.431487560272217,22.201152801513672,15.920499801635742,39.19618606567383,28.393646240234375,76.92193603515625,0.43480849266052246,36.670875549316406,14.56614875793457,13.8301362991333,69.14634704589844,5650.0,15130.0,252.8,23140.0
2014-10-03,17.013999938964844,68.4000015258789,80.50025177001953,6.545993328094482,22.138925552368164,16.136999130249023,39.47885513305664,28.652639389038086,77.28119659423828,0.43576475977897644,37.26074981689453,14.634127616882324,14.166060447692871,69.49147033691406,,,,
2014-10-05,,,,,,,,,,,,,,,5683.0,15330.0,252.8,23460.0
2014-10-06,17.374666213989258,67.66999816894531,80.29353332519531,6.555530548095703,22.138925552368164,16.110000610351562,39.47885513305664,28.755739212036133,77.40094757080078,0.43313539028167725,37.490150451660156,14.602401733398438,14.166060447692871,69.420654296875,5647.0,15190.0,252.8,23150.0
2014-10-07,17.30466651916504,65.95999908447266,78.40219116210938,6.507824420928955,21.945587158203125,15.848999977111816,38.999183654785156,28.077871322631836,76.13355255126953,0.42859360575675964,36.826541900634766,14.475502967834473,13.8301362991333,66.22615051269531,5686.0,15200.0,258.7,23290.0
2014-10-08,17.28533363342285,67.98999786376953,80.3318099975586,6.579389572143555,22.401151657104492,16.135000228881836,40.069889068603516,28.514177322387695,77.36102294921875,0.436481773853302,37.13786315917969,14.584272384643555,14.026773452758789,69.9427490234375,,,,
2014-10-09,17.134000778198242,65.66000366210938,78.16484069824219,6.445799827575684,22.450057983398438,15.768500328063965,39.273277282714844,27.935426712036133,75.75433349609375,0.4281155467033386,36.72001266479492,14.443779945373535,13.592534065246582,68.5976791381836,,,,
2014-10-10,15.793999671936035,63.290000915527344,77.51397705078125,6.278809070587158,22.38560676574707,15.569499969482422,37.7143440246582,27.119098663330078,72.76048278808594,0.40277761220932007,36.71183776855469,14.262495040893555,13.502410888671875,68.12870025634766,,,,
2014-10-12,,,,,,,,,,,,,,,5593.0,14600.0,258.7,23090.0
2014-10-13,14.97266674041748,61.68000030517578,75.8982925415039,6.130906105041504,22.181154251098633,15.322500228881836,37.38883590698242,26.557283401489258,72.84031677246094,0.4013434946537018,36.1875,14.23530101776123,13.436861991882324,67.43846130371094,5641.0,14730.0,258.7,23220.0
2014-10-14,15.137332916259766,60.880001068115234,74.28262329101562,6.030712127685547,21.945587158203125,15.415499687194824,37.45737838745117,26.79286766052246,73.4390869140625,0.41066592931747437,36.294010162353516,14.312347412109375,13.535181999206543,67.93399810791016,5596.0,14710.0,258.7,23250.0
2014-10-15,15.313332557678223,62.189998626708984,75.20148468017578,5.925743579864502,21.676673889160156,15.298500061035156,37.02052307128906,26.39889907836914,73.05986785888672,0.41688084602355957,36.16292190551758,14.312347412109375,12.912496566772461,68.08447265625,,,,
2014-10-16,15.09000015258789,62.86000061035156,74.10649108886719,5.992538928985596,21.392223358154297,15.142999649047852,36.609378814697266,26.123966217041016,72.4810562133789,0.41711992025375366,35.95808410644531,14.298748970031738,13.174678802490234,68.39418029785156,,,,
2014-10-17,15.165332794189453,64.5199966430664,75.57667541503906,6.173845291137695,21.705570220947266,15.182000160217285,37.37173080444336,25.459548950195312,75.79424285888672,0.4164026975631714,36.55616760253906,14.529891014099121,13.281189918518066,69.34986114501953,,,,
2014-10-19,,,,,,,,,,,,,,,5600.0,14600.0,258.7,22800.0
2014-10-20,15.364666938781738,64.68000030517578,75.95953369140625,6.221556663513184,22.17003631591797,15.310500144958496,37.757164001464844,25.941177368164062,76.79219818115234,0.4199883043766022,36.76918411254883,14.63865852355957,13.32215690612793,69.96929168701172,5616.0,14690.0,250.1,22780.0
2014-10-21,15.689332962036133,66.43000030517578,76.84776306152344,6.374233245849609,22.772294998168945,15.766500473022461,38.44242477416992,26.225074768066406,78.52863311767578,0.4379160404205322,37.08049774169922,14.393925666809082,13.600726127624512,75.89813995361328,5624.0,14990.0,250.1,22940.0
2014-10-22,15.40666675567627,65.04000091552734,77.50629425048828,6.372311592102051,22.887855529785156,15.648500442504883,38.0141487121582,26.532379150390625,78.20928192138672,0.4276374876499176,37.1132698059082,14.149190902709961,13.436861991882324,73.8894271850586,5576.0,14950.0,250.1,22720.0
2014-10-23,15.685999870300293,65.91999816894531,78.58598327636719,6.425133228302002,23.296762466430664,15.659000396728516,38.562339782714844,27.093698501586914,79.87586212158203,0.4371989369392395,37.17063522338867,14.167322158813477,13.600726127624512,75.1725082397461,5580.0,15140.0,250.1,22810.0
2014-10-24,15.682666778564453,67.01000213623047,78.96881866455078,6.516371250152588,23.383432388305664,14.352999687194824,39.51311492919922,26.884511947631836,80.50456237792969,0.44174057245254517,37.52292251586914,14.2670259475708,13.699044227600098,75.81851196289062,,,,
2014-10-26,,,,,,,,,,,,,,,5568.0,15220.0,250.1,22820.0
2014-10-27,14.777999877929688,67.02999877929688,79.68861389160156,6.516371250152588,23.358989715576172,14.498499870300293,39.324668884277344,26.933820724487305,80.11536407470703,0.44197967648506165,37.66221237182617,14.303284645080566,13.592534065246582,75.68577575683594,5536.0,15130.0,250.1,22910.0
2014-10-28,16.184667587280273,68.37000274658203,80.23992156982422,6.578799247741699,23.721229553222656,14.779500007629395,39.82147979736328,27.3387451171875,80.60435485839844,0.45249730348587036,37.891597747802734,14.452838897705078,13.764589309692383,77.44673919677734,5513.0,15090.0,240.6,22680.0
2014-10-29,15.873332977294922,67.93000030517578,80.82952880859375,6.573995113372803,23.854568481445312,14.706000328063965,39.93282699584961,27.36016082763672,75.70443725585938,0.4496288299560547,38.84195327758789,14.361886978149414,13.92026138305664,77.35826110839844,5460.0,15010.0,240.6,22850.0
2014-10-30,15.910667419433594,68.56999969482422,81.96281433105469,6.56919527053833,23.774568557739258,14.953499794006348,39.44458770751953,27.408971786499023,73.95802307128906,0.4467604458332062,38.555213928222656,14.366434097290039,13.953032493591309,77.90687561035156,5313.0,15030.0,240.6,22820.0
2014-10-31,16.113332748413086,70.12000274658203,82.52943420410156,6.6508283615112305,24.001245498657227,15.27299976348877,40.21548843383789,27.845775604248047,74.83621978759766,0.4670785665512085,39.07954788208008,14.489226341247559,14.059544563293457,78.65019989013672,,,,
2014-11-02,,,,,,,,,,,,,,,5336.0,15420.0,240.6,22990.0
2014-11-03,16.172666549682617,69.91000366210938,82.28443145751953,6.679642200469971,24.3123722076416,15.28600025177002,40.63520812988281,27.653522491455078,73.7284927368164,0.474966824054718,39.26797866821289,14.502866744995117,14.149673461914062,78.39358520507812,5364.0,15450.0,240.6,22880.0
2014-11-04,15.928667068481445,71.06999969482422,83.17266082763672,6.60280704498291,24.134584426879883,15.14050006866455,40.746559143066406,27.598236083984375,75.60464477539062,0.4811818301677704,39.2515983581543,14.480128288269043,14.10051155090332,77.87147521972656,5353.0,15690.0,240.6,22330.0
2014-11-05,15.39799976348877,71.37000274658203,83.32577514648438,6.6268181800842285,24.19236946105957,14.826000213623047,40.994972229003906,27.190322875976562,74.67655181884766,0.4811818301677704,39.47280502319336,14.511964797973633,14.20702075958252,78.73866271972656,5448.0,16890.0,227.8,22180.0
2014-11-06,16.08133316040039,72.0999984741211,83.47125244140625,6.612414360046387,24.261560440063477,14.831999778747559,41.7144775390625,26.997074127197266,75.10566711425781,0.4833332598209381,39.39087677001953,14.561991691589355,14.223406791687012,78.78294372558594,5466.0,17000.0,227.8,22530.0
2014-11-07,16.01333236694336,71.5999984741211,82.85100555419922,6.593203544616699,24.33074951171875,14.993000030517578,41.697349548339844,26.94577407836914,75.44496154785156,0.47305452823638916,39.407249450683594,14.689327239990234,14.223406791687012,78.53516387939453,,,,
2014-11-09,,,,,,,,,,,,,,,5438.0,17140.0,207.9,22780.0
2014-11-10,16.1286678314209,71.69999694824219,83.32577514648438,6.593203544616699,24.29057502746582,15.255499839782715,41.87721633911133,27.268518447875977,74.84619140625,0.4785524308681488,39.538352966308594,14.78028392791748,14.23160457611084,78.83602905273438,5420.0,17160.0,205.3,22310.0
2014-11-11,16.738666534423828,71.69999694824219,83.39471435546875,6.6412248611450195,24.484756469726562,15.600500106811523,41.86008834838867,27.407976150512695,74.45699310302734,0.47281545400619507,39.47280502319336,14.775734901428223,14.190632820129395,79.02186584472656,5337.0,17370.0,205.3,22350.0
2014-11-12,16.606666564941406,71.41000366210938,83.27217102050781,6.665237903594971,24.83071517944336,15.575499534606934,41.782997131347656,27.259553909301758,74.5667724609375,0.46970808506011963,39.243404388427734,14.566536903381348,14.166060447692871,79.78288269042969,5337.0,17700.0,205.3,22540.0
2014-11-13,16.780000686645508,71.72000122070312,83.51721954345703,6.670035362243652,25.181133270263672,15.824000358581543,42.49394226074219,27.163427352905273,74.09773254394531,0.4673176407814026,39.259788513183594,14.507417678833008,14.108705520629883,79.4908447265625,5322.0,17790.0,205.3,22530.0
2014-11-14,17.245332717895508,71.41999816894531,82.8204116821289,6.674841403961182,25.484676361083984,16.391000747680664,42.46824645996094,27.11461639404297,74.7264404296875,0.47305452823638916,39.112327575683594,14.54834270477295,14.043158531188965,79.28733825683594,,,,
2014-11-16,,,,,,,,,,,,,,,5340.0,17760.0,205.3,22680.0
2014-11-17,16.93199920654297,69.97000122070312,82.92761993408203,6.7036519050598145,25.44227409362793,16.15250015258789,42.365455627441406,26.721643447875977,74.08775329589844,0.4709031581878662,39.259788513183594,14.493773460388184,14.002198219299316,79.68665313720703,5336.0,17820.0,205.3,22430.0
