,Portfolio Annual,Gini,Sharpe Ratio,170 Weight,603 Weight,601 Weight,690 Weight,637 Weight,704 Weight,701 Weight,714 Weight,XLK Weight,XLV Weight,XOP Weight,QQQ Weight,SHV Weight,273011 Weight,695437 Weight,593038 Weight,LMB Weight,AGM Weight,TDS Weight,MCD Weight,FMY Weight,EOI Weight
0,6.403601922553692,0.7214301020416748,8.876261060401076,0.06417777226088081,0.014208354596684724,0.07484208781378118,0.08633533540546942,0.09547164804892931,0.04030006842616754,0.08362845340502166,0.01925577724588622,0.003912483821684551,0.004045992853564041,0.018802330054486414,0.0055437710637533735,0.09701580559429253,0.033051311135737435,0.032437400017316265,0.09396226611362969,0.016472744172815617,0.008067192044481319,0.030202162176152174,0.017660789178503833,0.0819760129735471,0.07863024159721466
