,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2014-11-09,342.11,387.29,243.6,,,440.43,556.84,,,,,1880.44,872.99,300.89,321.57,319.11,1296.21,,279.91
2014-11-10,341.39,387.3,243.59,36.156429290771484,95.95036315917969,440.43,556.71,94.44170379638672,104.8465576171875,86.44398498535156,110.45999908447266,1873.53,870.33,300.11,321.59,318.69,1287.72,35.275001525878906,279.95
2014-11-11,340.22,386.81,243.44,36.17409896850586,95.95036315917969,439.69,554.96,94.73810577392578,104.83796691894531,86.4366683959961,112.04000091552734,1853.28,857.49,299.45,321.57,318.26,1265.83,35.0,280.2
2014-11-12,341.13,387.34,243.62,36.288875579833984,95.95036315917969,440.43,556.53,94.90481567382812,104.87232971191406,86.42937469482422,111.5,1853.76,850.84,299.45,321.55,318.18,1259.83,34.939998626708984,280.13
2014-11-13,341.64,387.63,243.6,36.48311996459961,95.95036315917969,440.79,557.27,95.31239318847656,104.94099426269531,86.33454895019531,111.66999816894531,1859.17,855.56,299.36,321.58,317.97,1268.77,34.619998931884766,280.22
2014-11-14,,,,36.739173889160156,95.95036315917969,,,95.60877990722656,105.05259704589844,86.44398498535156,114.47000122070312,,,,,,,34.029998779296875,
2014-11-16,342.5,387.91,243.94,,,441.17,558.29,,,,,1862.47,858.75,300.05,321.58,318.71,1272.56,,280.25
2014-11-17,341.32,387.57,243.82,36.66854476928711,95.95036315917969,440.72,557.21,95.32164764404297,105.00109100341797,86.23970794677734,114.05000305175781,1844.98,858.86,300.23,321.59,319.15,1265.98,34.374000549316406,280.21
2014-11-18,340.5,387.16,243.79,36.79214859008789,95.95036315917969,440.17,555.86,96.03488159179688,105.0783462524414,86.31268310546875,115.05000305175781,1840.93,860.18,300.02,321.56,319.04,1262.9,34.09370040893555,280.19
2014-11-19,340.0,387.05,243.78,36.55375671386719,95.95036315917969,440.03,555.38,95.59952545166016,104.93242645263672,85.8531265258789,113.68000030517578,1839.81,860.73,299.74,321.56,318.84,1255.61,33.86970138549805,280.19
2014-11-20,340.13,387.49,243.82,36.739173889160156,95.95036315917969,440.61,556.77,96.025634765625,105.02686309814453,86.18141174316406,114.86000061035156,1852.61,850.7,299.15,321.56,318.4,1261.15,34.529300689697266,280.2
2014-11-21,,,,36.79214859008789,95.95036315917969,,,96.2108383178711,105.13843536376953,86.55339050292969,115.38999938964844,,,,,,,34.91559982299805,
2014-11-23,339.69,387.18,243.77,,,440.19,555.74,,,,,1826.4,842.69,297.04,321.54,316.63,1242.27,,280.22
2014-11-24,339.32,386.99,243.78,36.98639678955078,95.93301391601562,439.94,555.05,96.96115112304688,105.20711517333984,86.69197082519531,115.11000061035156,1812.29,840.61,296.54,321.56,316.01,1224.89,34.59450149536133,280.19
2014-11-25,339.12,386.76,243.79,37.00406265258789,95.93301391601562,439.64,554.23,97.10933685302734,105.31877899169922,87.06397247314453,115.37999725341797,1772.04,839.14,296.74,321.51,316.44,1203.19,33.81050109863281,280.17
2014-11-26,340.14,387.21,243.78,37.33958053588867,95.95036315917969,440.23,555.67,97.73918151855469,105.44757080078125,87.36302185058594,115.16000366210938,1824.21,850.55,297.39,321.56,316.98,1234.14,33.61389923095703,280.25
2014-11-27,340.78,387.36,243.92,,,440.42,556.11,,,,,1850.77,856.69,297.91,321.58,317.48,1250.48,,280.24
2014-11-28,,,,37.516170501708984,95.94168853759766,,,98.19303894042969,105.63642120361328,87.59647369384766,112.11000061035156,,,,,,,31.0,
2014-11-30,342.18,388.12,243.9,,,441.44,558.55,,,,,1792.14,848.15,297.62,321.59,317.12,1217.21,,280.24
2014-12-01,341.82,387.83,243.78,37.09235763549805,95.95036315917969,441.07,557.71,97.08155822753906,105.59342956542969,87.29290771484375,116.58000183105469,1759.44,844.55,296.5,321.56,315.87,1195.02,31.143999099731445,280.21
2014-12-02,343.35,386.77,244.27,37.10118865966797,95.94168853759766,439.63,554.51,97.4706039428711,105.27543640136719,86.70772552490234,115.13999938964844,1742.87,844.42,296.12,321.39,315.54,1187.26,30.572599411010742,280.25
2014-12-03,343.48,385.5,244.52,37.23361587524414,95.94168853759766,437.97,550.62,97.64657592773438,105.23246765136719,86.79549407958984,116.33000183105469,1747.76,857.78,295.77,321.26,315.49,1197.77,30.75860023498535,280.07
2014-12-04,343.37,385.43,244.63,37.23361587524414,95.94168853759766,437.92,550.55,97.60025787353516,105.36996459960938,86.93448638916016,115.87999725341797,1776.57,859.49,296.07,321.28,315.64,1214.12,30.559999465942383,279.98
2014-12-05,,,,37.189491271972656,95.94168853759766,,,97.60950469970703,104.90582275390625,86.5760726928711,114.43000030517578,,,,,,,30.0,
2014-12-07,342.12,383.9,244.69,,,435.82,545.93,,,,,1783.5,869.93,295.01,321.19,314.97,1209.13,,280.12
2014-12-08,341.5,383.01,244.71,36.809818267822266,95.92427825927734,434.66,543.46,96.9148178100586,104.99178314208984,86.98567962646484,115.77999877929688,1770.08,867.84,293.92,321.13,313.96,1203.05,28.856300354003906,280.0
2014-12-09,341.44,383.59,244.48,36.80097198486328,95.92427825927734,435.44,545.31,97.22048950195312,105.19805145263672,87.05882263183594,118.19000244140625,1754.61,849.3,294.03,321.21,314.33,1186.49,29.1200008392334,280.0
2014-12-10,340.84,383.83,244.26,36.24473190307617,95.92427825927734,435.76,546.18,95.692138671875,105.5160903930664,87.02954864501953,117.95999908447266,1730.6,856.22,294.33,321.15,314.76,1176.03,28.03070068359375,280.0
2014-12-11,339.67,384.32,243.93,36.40366744995117,95.93301391601562,436.41,547.54,96.1460189819336,105.31841278076172,86.94184112548828,117.69000244140625,1719.3,855.16,293.94,321.24,314.64,1170.26,27.993000030517578,280.01
2014-12-12,,,,35.86507034301758,95.93301391601562,,,95.09938049316406,105.7567367553711,87.08074951171875,117.41000366210938,,,,,,,26.898000717163086,
2014-12-14,339.89,385.39,243.52,,,437.85,550.64,,,,,1717.16,861.61,292.1,321.33,312.46,1179.88,,280.04
2014-12-15,336.89,383.87,243.27,35.644325256347656,95.94168853759766,435.82,545.75,94.11750030517578,105.46452331542969,87.28558349609375,114.38999938964844,1704.17,862.31,291.24,321.38,311.46,1175.19,26.780000686645508,279.98
2014-12-16,333.79,383.04,243.49,35.16753387451172,95.94168853759766,434.77,543.57,92.60770416259766,105.77396392822266,87.25627899169922,114.94999694824219,1657.52,836.62,287.0,321.27,306.45,1138.91,25.845399856567383,279.77
2014-12-17,334.69,383.97,243.47,35.829750061035156,95.94168853759766,436.03,546.47,94.29350280761719,105.28401947021484,87.27826690673828,114.2699966430664,1674.85,835.0,289.69,321.31,309.43,1145.81,26.08989906311035,279.72
2014-12-18,335.91,383.73,243.54,36.853965759277344,95.92427825927734,435.69,545.67,96.56282806396484,105.0261459350586,87.36604309082031,115.1500015258789,1701.83,845.85,292.41,321.35,312.84,1162.56,26.31999969482422,279.76
2014-12-19,,,,36.8947868347168,95.93301391601562,,,96.98770141601562,105.15510559082031,87.32215881347656,114.7699966430664,,,,,,,26.149999618530273,
2014-12-21,336.61,384.23,243.49,,,436.36,547.25,,,,,1712.85,845.59,291.61,321.38,311.96,1174.25,,279.76
2014-12-22,337.76,384.77,243.62,37.33856201171875,95.90686798095703,437.07,548.87,97.22946166992188,105.1207046508789,87.60015106201172,112.55000305175781,1631.14,843.52,292.93,321.32,313.03,1117.64,25.599000930786133,279.8
2014-12-23,336.88,383.82,243.48,37.436180114746094,95.91556549072266,435.8,546.23,96.88544464111328,104.75969696044922,86.93448638916016,112.73999786376953,1443.63,830.24,292.42,321.26,312.56,1011.12,26.600000381469727,279.81
2014-12-24,336.31,383.07,243.27,37.40068435668945,95.92427825927734,434.73,544.09,96.96913146972656,104.76314544677734,87.21466064453125,112.7699966430664,1476.03,828.08,291.56,321.14,311.73,1033.6,25.917200088500977,280.06
2014-12-25,335.96,383.11,243.14,,,434.7,543.94,,,,,1528.69,822.7,290.72,321.16,311.35,1063.14,,280.34
2014-12-26,,,,37.56043243408203,95.92427825927734,,,97.6571273803711,104.771728515625,87.28067779541016,114.83000183105469,,,,,,,25.520000457763672,
2014-12-28,336.05,383.1,243.05,,,434.69,543.92,,,,,1538.06,814.65,289.94,321.15,310.47,1059.23,,280.36
2014-12-29,336.23,383.87,242.98,37.37405776977539,95.90686798095703,435.72,546.41,97.63848876953125,104.97827911376953,87.44935607910156,113.66999816894531,1482.07,802.2,289.79,321.22,309.88,1012.8,25.138999938964844,280.31
2014-12-30,336.95,384.84,242.83,37.1077880859375,95.91556549072266,437.02,549.3,96.98770141601562,105.12454986572266,87.52271270751953,115.19999694824219,1455.29,796.86,289.96,321.28,309.93,993.58,25.25,280.32
2014-12-31,336.76,384.78,242.92,36.699527740478516,95.93301391601562,436.95,549.18,95.99293518066406,105.24501037597656,87.58139038085938,113.58000183105469,1454.94,810.87,291.39,321.28,311.37,994.47,24.950000762939453,280.31
2015-01-01,337.69,384.96,242.95,,,437.16,549.78,,,,,1468.16,815.55,292.82,321.28,312.68,999.07,,280.4
2015-01-02,,,,36.6285400390625,95.91556549072266,,,95.70471954345703,105.47734832763672,87.88941955566406,114.08000183105469,,,,,,,24.790000915527344,
2015-01-04,338.51,385.55,242.83,,,437.97,551.56,,,,,1442.95,808.62,293.56,321.25,313.5,982.1,,280.34
2015-01-05,339.76,386.29,242.98,36.06937789916992,95.91556549072266,438.95,553.62,94.30084991455078,105.7182846069336,88.2488021850586,115.80000305175781,1395.32,799.95,292.92,321.34,312.63,956.11,23.699899673461914,280.39
2015-01-06,340.13,386.75,242.82,35.63448715209961,95.92427825927734,439.56,555.15,93.03643798828125,106.04521942138672,88.60820007324219,117.12000274658203,1400.24,792.64,292.43,321.35,312.4,962.19,22.699899673461914,280.38
2015-01-07,340.72,387.32,242.82,35.93625259399414,95.92427825927734,440.35,557.05,94.23577880859375,106.13990020751953,88.72554779052734,116.43000030517578,1387.65,792.4,291.95,321.44,311.74,957.93,23.0,280.31
2015-01-08,340.97,387.45,242.79,36.72615432739258,95.92427825927734,440.52,557.53,96.03942108154297,106.01081848144531,88.43953704833984,115.94000244140625,1423.24,802.1,292.5,321.41,312.45,982.41,23.15399932861328,280.35
2015-01-09,,,,36.610774993896484,95.93301391601562,,,95.40721893310547,106.32061767578125,88.67423248291016,117.26000213623047,,,,,,,22.67799949645996,
2015-01-11,341.92,388.09,242.8,,,441.36,559.22,,,,,1426.24,801.15,293.06,321.46,313.44,980.87,,280.38
2015-01-12,342.85,388.8,242.96,36.18476867675781,95.95036315917969,442.34,561.32,94.41239929199219,106.55296325683594,88.84290313720703,118.55999755859375,1389.95,802.14,294.32,321.52,315.8,962.22,22.280099868774414,280.3
2015-01-13,341.89,388.62,242.77,36.158138275146484,95.94168853759766,442.09,560.79,94.384521484375,106.65621185302734,88.92356872558594,118.16000366210938,1419.69,811.33,293.81,321.56,315.06,979.45,22.256000518798828,280.33
2015-01-14,342.54,389.26,242.81,35.954002380371094,95.94168853759766,442.93,562.7,93.86388397216797,106.94020080566406,89.07762908935547,117.97000122070312,1405.81,799.06,293.62,321.6,314.61,969.09,23.019899368286133,280.4
2015-01-15,344.35,390.26,242.9,35.49249267578125,95.95036315917969,444.24,565.44,92.64595031738281,107.53392791748047,89.53966522216797,120.94000244140625,1421.31,796.53,293.86,321.74,314.34,973.58,22.336000442504883,280.46
2015-01-16,,,,35.8386344909668,95.95036315917969,,,93.73371887207031,107.05201721191406,89.04093933105469,122.5199966430664,,,,,,,22.899999618530273,
2015-01-18,345.48,390.55,242.87,,,444.63,566.12,,,,,1424.32,790.39,293.2,321.85,313.85,970.01,,280.47
2015-01-19,345.6,390.64,242.81,,,444.76,566.47,,,,,1395.81,780.73,292.09,321.87,313.04,949.67,,280.46
2015-01-20,346.46,391.29,242.5,36.1403923034668,95.95036315917969,445.65,568.45,94.47750091552734,107.0778579711914,89.246337890625,124.19999694824219,1384.57,782.81,291.69,321.89,312.27,941.58,22.18000030517578,280.42
2015-01-21,345.72,391.06,242.44,36.20249938964844,95.94168853759766,445.33,567.69,94.9609375,106.83692169189453,89.20962524414062,124.2300033569336,1385.1,783.85,292.5,321.94,312.68,943.52,22.509000778198242,280.43
2015-01-22,346.1,391.51,242.3,36.79715347290039,95.95036315917969,445.95,569.08,96.71810150146484,106.68207550048828,89.16565704345703,125.2300033569336,1382.22,780.43,293.15,321.94,313.08,935.58,22.15999984741211,280.39
2015-01-23,,,,36.78828430175781,95.95036315917969,,,96.93191528320312,107.00038146972656,89.68640899658203,124.2300033569336,,,,,,,22.1200008392334,
2015-01-25,347.69,392.69,242.53,,,447.56,572.79,,,,,1458.26,781.95,293.26,322.01,313.39,982.8,,280.37
2015-01-26,347.18,393.1,242.55,36.63740539550781,95.94168853759766,448.14,574.33,96.82035064697266,106.83692169189453,89.66437530517578,122.98999786376953,1431.49,791.72,293.38,321.95,313.6,976.35,21.68000030517578,280.28
2015-01-27,347.38,393.58,242.51,35.58122634887695,95.94168853759766,448.78,576.02,94.31012725830078,106.94020080566406,89.73037719726562,124.4000015258789,1452.66,801.3,293.04,321.92,313.27,1005.23,21.90060043334961,280.31
2015-01-28,345.89,393.35,242.45,35.51911163330078,95.93301391601562,448.48,575.49,93.82672119140625,107.327392578125,90.33916473388672,123.41999816894531,1428.03,799.87,292.35,321.93,312.61,990.44,21.489999771118164,280.27
2015-01-29,347.13,394.12,242.58,35.85636520385742,95.95906829833984,449.52,578.25,94.72850036621094,107.1725082397461,90.12645721435547,120.76000213623047,1429.64,794.57,292.61,321.9,312.55,991.42,21.479999542236328,280.26
2015-01-30,,,,35.412620544433594,95.94168853759766,,,93.9940185546875,107.68016052246094,90.86724853515625,123.44999694824219,,,,,,,22.854000091552734,
2015-02-01,347.37,394.41,242.68,,,449.9,579.17,,,,,1404.53,791.36,293.23,322.05,313.03,968.03,,280.29
2015-02-02,347.38,394.26,242.62,35.77648162841797,95.95906829833984,449.73,578.7,94.81218719482422,107.62162017822266,90.95179748535156,122.41999816894531,1387.29,796.1,293.7,322.07,313.61,960.21,23.739999771118164,280.17
2015-02-03,346.95,393.59,242.67,36.18476867675781,95.96778106689453,448.8,576.57,95.72330474853516,107.1822738647461,90.21638488769531,121.05000305175781,1377.51,805.91,293.49,321.99,313.26,953.53,24.975000381469727,280.26
2015-02-04,345.9,392.89,242.72,36.255767822265625,95.95036315917969,447.86,574.17,95.6396255493164,107.2425765991211,90.34143829345703,121.58000183105469,1397.68,808.1,293.53,321.98,313.29,962.47,23.34000015258789,280.26
2015-02-05,346.01,393.21,242.72,36.5930290222168,95.95036315917969,448.29,574.92,96.46707916259766,107.09610748291016,90.05458068847656,121.79000091552734,1387.51,806.29,293.53,322.06,313.28,958.98,24.253999710083008,280.24
2015-02-06,,,,36.4776496887207,95.95036315917969,,,95.88135528564453,106.25188446044922,89.11322021484375,118.63999938964844,,,,,,,24.78499984741211,
2015-02-08,344.41,391.81,242.71,,,446.4,570.52,,,,,1386.33,818.63,293.13,321.93,312.81,968.15,,280.24
2015-02-09,344.86,392.22,242.88,36.42438888549805,95.95036315917969,446.96,571.68,95.57456970214844,106.20021057128906,89.1720199584961,119.16999816894531,1403.57,822.35,293.2,321.96,312.85,979.62,25.06999969482422,280.25
2015-02-10,344.38,391.92,242.8,36.965782165527344,95.94168853759766,446.55,570.57,97.0621109008789,106.06236267089844,88.92936706542969,118.47000122070312,1411.09,830.21,293.15,321.99,312.95,985.43,24.17799949645996,280.27
2015-02-11,345.68,392.38,242.86,37.1077880859375,95.95036315917969,447.17,571.95,97.4153823852539,106.03653717041016,88.98822784423828,117.06999969482422,1401.01,824.6,293.68,322.05,313.19,971.88,23.809999465942383,280.28
2015-02-12,347.27,393.01,243.02,37.61368179321289,95.94168853759766,448.0,573.94,98.54962921142578,106.15711212158203,89.21619415283203,117.33999633789062,1383.67,821.4,294.57,322.11,313.83,958.93,24.770000457763672,280.32
2015-02-13,,,,37.85332489013672,95.95036315917969,,,99.39569854736328,106.03653717041016,88.8631591796875,117.9800033569336,,,,,,,25.06999969482422,
2015-02-15,347.6,392.97,242.86,,,447.95,573.58,,,,,1401.15,832.36,295.87,322.1,315.36,973.44,,280.32
2015-02-16,348.46,393.2,242.56,,,448.26,574.72,,,,,1455.2,839.66,296.33,322.03,316.13,1016.22,,280.29
2015-02-17,348.19,392.89,242.47,37.871070861816406,95.95906829833984,447.85,573.93,99.48865509033203,105.64884948730469,88.4512939453125,116.01000213623047,1455.88,840.42,296.35,322.04,316.45,1023.63,25.326000213623047,280.28
2015-02-18,347.25,392.34,242.39,37.90657043457031,95.96778106689453,447.11,572.03,99.62810516357422,106.02793884277344,88.76758575439453,116.33999633789062,1508.85,841.75,295.91,322.02,315.96,1060.84,24.359800338745117,280.28
2015-02-19,347.62,392.92,242.23,38.039710998535156,95.96778106689453,447.9,573.96,100.120849609375,105.83836364746094,88.75286102294922,115.94000244140625,1483.14,847.05,295.83,322.08,315.99,1055.54,24.299999237060547,280.28
2015-02-20,,,,38.234962463378906,95.95906829833984,,,100.79026794433594,105.7608642578125,88.88523864746094,115.27999877929688,,,,,,,24.15999984741211,
2015-02-22,347.6,392.97,242.2,,,447.92,574.13,,,,,1473.72,855.05,296.09,322.08,316.11,1048.05,,280.39
2015-02-23,350.34,394.85,242.45,38.2615852355957,95.95036315917969,450.43,579.69,100.89250946044922,106.01066589355469,89.18675994873047,115.43000030517578,1443.68,858.23,297.13,322.37,317.09,1028.11,23.799999237060547,280.54
2015-02-24,351.13,395.2,242.6,38.37697982788086,95.95036315917969,450.88,581.11,100.9668960571289,106.42420196533203,89.76777648925781,115.26000213623047,1389.65,857.81,297.73,322.37,317.95,989.9,24.020000457763672,280.58
2015-02-25,353.02,396.53,242.76,38.137332916259766,95.95036315917969,452.69,586.13,100.71588134765625,106.46723175048828,89.84860229492188,115.69999694824219,1408.58,872.69,298.97,322.38,318.99,1003.32,24.098800659179688,280.54
2015-02-26,352.5,396.84,242.74,38.37697982788086,95.95036315917969,453.12,586.89,101.22721862792969,106.05371856689453,89.36326599121094,116.06999969482422,1408.95,875.84,298.79,322.36,319.14,1008.61,23.97599983215332,280.5
2015-02-27,,,,38.24382781982422,95.95906829833984,,,100.78093719482422,106.2432861328125,89.57653045654297,116.16000366210938,,,,,,,24.344999313354492,
2015-03-01,353.07,397.06,242.8,,,453.42,587.47,,,,,1436.02,885.4,299.14,322.37,319.49,1029.73,,280.5
2015-03-02,352.9,396.52,242.82,38.54559326171875,95.95036315917969,452.69,586.08,101.69207000732422,105.88883972167969,88.80001068115234,115.68000030517578,1429.6,885.65,299.05,322.35,319.69,1023.94,24.149999618530273,280.48
2015-03-03,352.3,396.08,242.88,38.28821563720703,95.94168853759766,452.09,584.8,101.2179183959961,105.75947570800781,88.74840545654297,115.47000122070312,1426.48,891.05,298.9,322.29,319.5,1016.08,24.464000701904297,280.5
2015-03-04,351.13,395.63,242.83,38.137332916259766,95.95906829833984,451.49,583.19,100.82744598388672,105.86298370361328,88.68940734863281,115.11000061035156,1436.37,888.89,299.07,322.32,319.65,1017.95,24.389999389648438,280.51
2015-03-05,,,,38.09295654296875,95.94168853759766,,,101.00407409667969,105.9491958618164,88.80740356445312,115.0,,,,,,,24.190900802612305,
2015-03-06,,,,37.6225700378418,95.95036315917969,,,99.86053466796875,105.35417175292969,87.86353302001953,111.86000061035156,,,,,,,23.831100463867188,
2015-03-08,349.62,394.06,242.89,,,449.35,578.03,,,,,1429.04,882.53,298.33,322.2,318.63,1013.61,,280.53
2015-03-09,349.65,394.38,243.0,37.80006790161133,95.94168853759766,449.81,579.2,100.14874267578125,105.61289978027344,88.21748352050781,111.97000122070312,1426.42,883.68,298.36,322.21,318.67,1007.86,23.739999771118164,280.47
2015-03-10,350.34,394.81,243.03,37.02791213989258,95.95036315917969,450.37,580.64,98.28932189941406,105.81122589111328,88.35758209228516,111.41999816894531,1416.93,875.94,298.74,322.23,319.14,997.42,23.209999084472656,280.53
2015-03-11,350.49,394.7,243.04,36.78828430175781,95.94168853759766,450.2,580.24,97.72219848632812,105.87161254882812,88.80740356445312,110.75,1412.37,873.52,298.62,322.19,319.1,990.55,23.139999389648438,280.59
2015-03-12,349.53,395.17,242.83,37.02791213989258,95.94168853759766,450.84,581.75,98.36372375488281,105.95784759521484,88.71893310546875,110.72000122070312,1399.0,865.4,298.12,322.2,318.86,972.18,23.0,280.59
2015-03-13,,,,36.82377243041992,95.95036315917969,,,97.9360122680664,105.93193054199219,88.46819305419922,110.87999725341797,,,,,,,22.29990005493164,
2015-03-15,348.25,395.27,242.65,,,451.01,582.12,,,,,1361.46,853.46,297.42,322.22,317.95,945.24,,280.5
2015-03-16,348.31,396.05,242.41,37.2586669921875,95.95036315917969,452.06,584.76,99.20043182373047,106.0699691772461,88.55670166015625,110.80999755859375,1346.67,860.8,297.57,322.33,317.75,938.61,21.670000076293945,280.49
2015-03-17,,,,37.267547607421875,95.94168853759766,,,99.3584976196289,106.14757537841797,88.7042007446289,110.20999908447266,,,,,,,21.2810001373291,
2015-03-18,348.54,396.78,242.27,37.77345275878906,95.93301391601562,453.02,586.96,100.33470916748047,106.90641784667969,89.7955551147461,112.37000274658203,1444.13,871.12,298.5,322.4,318.65,1010.0,22.381000518798828,280.57
2015-03-19,349.45,398.21,242.28,37.666934967041016,95.94168853759766,454.95,591.62,100.48345947265625,106.51836395263672,89.3383560180664,112.29000091552734,1443.7,878.62,299.38,322.58,319.57,1013.72,21.65999984741211,280.54
2015-03-20,,,,37.91022872924805,95.94168853759766,,,101.13388061523438,106.85469818115234,89.58907318115234,113.56999969482422,,,,,,,22.25,
2015-03-22,349.83,399.1,242.41,,,456.16,594.41,,,,,1458.85,879.04,299.33,322.66,319.17,1020.05,,280.54
2015-03-23,348.6,398.16,242.28,37.91022872924805,95.95036315917969,454.87,591.61,100.93818664550781,106.93233489990234,89.7955551147461,114.29000091552734,1488.84,871.52,298.52,322.55,318.41,1030.37,22.29400062561035,280.61
2015-03-24,349.17,398.78,242.24,37.78547286987305,95.94168853759766,455.71,593.93,100.57477569580078,107.10476684570312,89.92831420898438,114.56999969482422,1484.09,873.5,298.35,322.58,318.0,1026.2,22.211999893188477,280.58
2015-03-25,347.98,398.17,242.15,36.8140869140625,95.94168853759766,454.92,592.41,98.2730941772461,106.88054656982422,89.63329315185547,114.7300033569336,1498.97,879.48,297.94,322.51,317.56,1033.08,22.70989990234375,280.48
2015-03-26,347.55,397.86,242.36,36.8408317565918,95.94168853759766,454.49,591.25,97.93763732910156,106.6304931640625,89.0802993774414,115.4800033569336,1484.19,872.17,297.7,322.49,317.23,1024.6,23.684999465942383,280.52
2015-03-27,,,,36.8675651550293,95.94168853759766,,,98.32898712158203,106.81156158447266,89.43421173095703,115.05999755859375,,,,,,,22.662399291992188,
2015-03-29,347.42,397.77,242.18,,,454.37,591.03,,,,,1481.44,873.63,297.73,322.48,317.18,1020.55,,280.51
2015-03-30,347.53,398.13,242.1,37.31315612792969,95.94168853759766,454.86,592.14,99.45652770996094,106.88054656982422,89.58907318115234,113.75,1488.37,871.42,297.24,322.52,316.59,1025.7,22.450000762939453,280.49
2015-03-31,347.91,398.31,242.12,36.929954528808594,95.95036315917969,455.12,592.79,98.40357208251953,107.07887268066406,89.75130462646484,113.66000366210938,1471.36,867.77,297.55,322.53,316.94,1009.17,22.25480079650879,280.44
